name,comm_cost,complexity,type
explored-300,0.6861979166666669,5,explored
explored-301,0.8201388888888889,7,explored
explored-302,0.6861805555555556,8,explored
explored-303,0.593576388888889,23,explored
explored-304,0.6562500000000002,5,explored
explored-305,0.6109375000000001,7,explored
explored-306,0.4140625000000002,8,explored
explored-307,0.5594270833333335,12,explored
explored-308,0.7199652777777779,8,explored
explored-309,0.7625,8,explored
explored-310,0.28619791666666683,18,explored
explored-311,0.2411458333333334,20,explored
explored-312,0.2661458333333335,19,explored
explored-313,0.6686342592592593,10,explored
explored-314,0.5475983796296298,18,explored
explored-315,0.441666666666667,5,explored
explored-316,0.3322916666666669,15,explored
explored-317,0.2802083333333336,21,explored
explored-318,0.3953125000000003,15,explored
explored-319,0.4242476851851853,19,explored
explored-320,0.3356250000000002,12,explored
explored-321,0.3577546296296298,23,explored
explored-322,0.26579861111111147,19,explored
explored-323,0.5572916666666669,15,explored
explored-324,0.389496527777778,21,explored
explored-325,0.6532118055555557,12,explored
explored-326,0.4936053240740743,18,explored
explored-327,0.24236111111111125,21,explored
explored-328,0.7449652777777779,10,explored
explored-329,0.673263888888889,13,explored
explored-330,0.5545138888888891,16,explored
explored-331,0.6855208333333334,12,explored
explored-332,0.5899016203703705,17,explored
explored-333,0.3793402777777779,16,explored
explored-334,0.5774305555555558,14,explored
explored-335,0.5996527777777779,8,explored
explored-336,0.6471354166666667,8,explored
explored-337,0.5375347222222223,10,explored
explored-338,0.6929861111111112,30,explored
explored-339,0.4129861111111113,17,explored
explored-340,0.17135416666666692,13,explored
explored-341,0.517013888888889,8,explored
explored-342,0.5118055555555556,17,explored
explored-343,0.7250000000000001,7,explored
explored-344,0.5415798611111112,10,explored
explored-345,0.3411458333333335,20,explored
explored-346,0.7196969246031747,43,explored
explored-347,0.7184027777777778,5,explored
explored-348,0.4776041666666666,8,explored
explored-349,0.7121875000000001,5,explored
explored-350,0.3504050925925928,21,explored
explored-351,0.543576388888889,7,explored
explored-352,0.745920138888889,10,explored
explored-353,0.393402777777778,18,explored
explored-354,0.6469907407407409,11,explored
explored-355,0.4501736111111112,16,explored
explored-356,0.38359375000000007,11,explored
explored-357,0.4731770833333335,16,explored
explored-358,0.4677083333333335,7,explored
explored-359,0.5780381944444446,18,explored
explored-360,0.298697916666667,20,explored
explored-361,0.6444444444444447,7,explored
explored-362,0.8041666666666667,8,explored
explored-363,0.64,9,explored
explored-364,0.2786458333333335,16,explored
explored-365,0.44687500000000036,11,explored
explored-366,0.19479166666666692,14,explored
explored-367,0.732482638888889,13,explored
explored-368,0.19432870370370403,17,explored
explored-369,0.6907118055555557,26,explored
explored-370,0.7472222222222222,8,explored
explored-371,0.6354166666666669,7,explored
explored-372,0.5200000000000001,15,explored
explored-373,0.3016203703703706,25,explored
explored-374,0.5687500000000003,6,explored
explored-375,0.7222222222222224,10,explored
explored-376,0.5264467592592593,15,explored
explored-377,0.5116319444444446,12,explored
explored-378,0.6983333333333334,6,explored
explored-379,0.6217013888888889,17,explored
explored-380,0.2093750000000001,17,explored
explored-381,0.6812499999999999,11,explored
explored-382,0.39913194444444455,10,explored
explored-383,0.40729166666666683,15,explored
explored-384,0.5843750000000001,11,explored
explored-385,0.48583333333333356,9,explored
explored-386,0.5260416666666669,12,explored
explored-387,0.3715277777777781,13,explored
explored-388,0.4458333333333335,19,explored
explored-389,0.08125000000000027,9,explored
explored-390,0.583810763888889,14,explored
explored-391,0.7703125000000001,4,explored
explored-392,0.8256944444444445,5,explored
explored-393,0.28819444444444464,13,explored
explored-394,0.48993055555555576,17,explored
explored-395,0.5378472222222224,11,explored
explored-396,0.597314814814815,14,explored
explored-397,0.6795894097222223,33,explored
explored-398,0.5621961805555556,13,explored
explored-399,0.6859375000000001,20,explored
explored-400,0.21015625000000027,16,explored
explored-401,0.75,6,explored
explored-402,0.6270833333333334,10,explored
explored-403,0.7124999999999999,15,explored
explored-404,0.3929687500000001,11,explored
explored-405,0.4554687500000002,11,explored
explored-406,0.607951388888889,10,explored
explored-407,0.5953993055555558,11,explored
explored-408,0.36527777777777803,13,explored
explored-409,0.49322916666666683,13,explored
explored-410,0.5345486111111113,16,explored
explored-411,0.499279513888889,26,explored
explored-412,0.5862557870370373,22,explored
explored-413,0.5173611111111113,11,explored
explored-414,0.6340277777777779,3,explored
explored-415,0.556215277777778,15,explored
explored-416,0.24809027777777792,18,explored
explored-417,0.3718750000000002,12,explored
explored-418,0.8091145833333333,13,explored
explored-419,0.4540364583333335,13,explored
explored-420,0.8082638888888889,10,explored
explored-421,0.6282118055555557,9,explored
explored-422,0.5479166666666668,8,explored
explored-423,0.6462500000000001,11,explored
explored-424,0.48697916666666685,14,explored
explored-425,0.3833333333333335,17,explored
explored-426,0.6444444444444446,4,explored
explored-427,0.5493750000000002,17,explored
explored-428,0.5898437500000002,13,explored
explored-429,0.5386545138888891,29,explored
explored-430,0.29843750000000024,11,explored
explored-431,0.2524305555555557,21,explored
explored-432,0.5614583333333335,21,explored
explored-433,0.7573784722222223,12,explored
explored-434,0.5971354166666668,9,explored
explored-435,0.4400173611111112,12,explored
explored-436,0.33709490740740755,16,explored
explored-437,0.549826388888889,6,explored
explored-438,0.4980902777777779,16,explored
explored-439,0.3645833333333337,20,explored
explored-440,0.36041666666666683,12,explored
explored-441,0.23888888888888915,12,explored
explored-442,0.5958333333333334,9,explored
explored-443,0.4736689814814816,18,explored
explored-444,0.3793981481481483,19,explored
explored-445,0.49869791666666685,15,explored
explored-446,0.3791666666666669,14,explored
explored-447,0.6774305555555556,12,explored
explored-448,0.662789351851852,9,explored
explored-449,0.6570601851851854,11,explored
explored-450,0.6509259259259261,15,explored
explored-451,0.6595833333333334,9,explored
explored-452,0.4437500000000003,7,explored
explored-453,0.480729166666667,9,explored
explored-454,0.48888888888888904,12,explored
explored-455,0.47378472222222245,18,explored
explored-456,0.23906250000000018,19,explored
explored-457,0.5075925925925927,22,explored
explored-458,0.6855613425925926,11,explored
explored-459,0.3828125000000002,14,explored
explored-460,0.6269097222222224,15,explored
explored-461,0.44392361111111134,14,explored
explored-462,0.39265046296296313,19,explored
explored-463,0.1706597222222226,16,explored
explored-464,0.3104166666666669,12,explored
explored-465,0.3308449074074076,18,explored
explored-466,0.6116319444444446,19,explored
explored-467,0.8031250000000001,6,explored
explored-468,0.2859375000000002,14,explored
explored-469,0.6424537037037039,29,explored
explored-470,0.5578125000000003,12,explored
explored-471,0.5900347222222223,12,explored
explored-472,0.4238425925925928,19,explored
explored-473,0.5402777777777781,8,explored
explored-474,0.6210937500000001,12,explored
explored-475,0.6975694444444446,26,explored
explored-476,0.5932291666666668,4,explored
explored-477,0.44253472222222245,19,explored
explored-478,0.5934895833333335,9,explored
explored-479,0.5083333333333334,15,explored
explored-480,0.5752604166666668,9,explored
explored-481,0.35416666666666696,11,explored
explored-482,0.6866030092592594,20,explored
explored-483,0.4194444444444446,13,explored
explored-484,0.6229166666666668,7,explored
explored-485,0.44140625,13,explored
explored-486,0.48641493055555574,16,explored
explored-487,0.566527777777778,13,explored
explored-488,0.7242708333333333,8,explored
explored-489,0.30572916666666683,14,explored
explored-490,0.6802662037037038,14,explored
explored-491,0.35703125000000013,10,explored
explored-492,0.39221643518518534,24,explored
explored-493,0.6950520833333335,10,explored
explored-494,0.4545138888888889,9,explored
explored-495,0.2638888888888893,24,explored
explored-496,0.7791666666666668,7,explored
explored-497,0.6083333333333335,12,explored
explored-498,0.4437500000000003,8,explored
explored-499,0.6166666666666669,8,explored
explored-500,0.5432986111111112,12,explored
explored-501,0.6698217592592594,31,explored
explored-502,0.5792361111111113,9,explored
explored-503,0.6256365740740741,14,explored
explored-504,0.2734375000000002,18,explored
explored-505,0.4427083333333335,21,explored
explored-506,0.28342013888888906,16,explored
explored-507,0.26232638888888904,13,explored
explored-508,0.4789930555555557,16,explored
explored-509,0.6523379629629631,10,explored
explored-510,0.5692997685185187,14,explored
explored-511,0.7083333333333335,8,explored
explored-512,0.6269097222222224,6,explored
explored-513,0.6017650462962963,13,explored
explored-514,0.5087500000000001,11,explored
explored-515,0.6213541666666668,10,explored
explored-516,0.569736689814815,17,explored
explored-517,0.6469212962962965,8,explored
explored-518,0.30972222222222245,13,explored
explored-519,0.7010937500000001,29,explored
explored-520,0.4555555555555557,18,explored
explored-521,0.6921875000000001,4,explored
explored-522,0.6441840277777778,13,explored
explored-523,0.247916666666667,10,explored
explored-524,0.4016782407407409,31,explored
explored-525,0.38385416666666683,17,explored
explored-526,0.7947916666666668,6,explored
explored-527,0.7877083333333333,6,explored
explored-528,0.7073611111111112,14,explored
explored-529,0.5037615740740742,14,explored
explored-530,0.5064583333333335,8,explored
explored-531,0.629809027777778,11,explored
explored-532,0.558854166666667,7,explored
explored-533,0.4927083333333334,16,explored
explored-534,0.66171875,4,explored
explored-535,0.7123468915343916,42,explored
explored-536,0.5529513888888891,9,explored
explored-537,0.5391898148148149,9,explored
explored-538,0.2937500000000003,9,explored
explored-539,0.5076388888888891,17,explored
explored-540,0.20277777777777817,17,explored
explored-541,0.7165798611111112,9,explored
explored-542,0.5218750000000001,3,explored
explored-543,0.4321469907407409,17,explored
explored-544,0.4763888888888892,19,explored
explored-545,0.6222222222222225,10,explored
explored-546,0.6234809027777779,17,explored
explored-547,0.4559259259259262,27,explored
explored-548,0.4840972222222224,14,explored
explored-549,0.5832320601851854,18,explored
explored-550,0.33803819444444483,18,explored
explored-551,0.6755208333333335,8,explored
explored-552,0.6975694444444446,8,explored
explored-553,0.605121527777778,12,explored
explored-554,0.530133101851852,20,explored
explored-555,0.549826388888889,13,explored
explored-556,0.24861111111111134,17,explored
explored-557,0.6574652777777779,12,explored
explored-558,0.5220486111111113,11,explored
explored-559,0.7105034722222223,8,explored
explored-560,0.5500868055555557,19,explored
explored-561,0.4593750000000003,7,explored
explored-562,0.256857638888889,22,explored
explored-563,0.5540219907407409,17,explored
explored-564,0.32285879629629655,20,explored
explored-565,0.6931278935185186,18,explored
explored-566,0.19583333333333353,13,explored
explored-567,0.8,6,explored
explored-568,0.4417824074074076,19,explored
explored-569,0.7003993055555556,23,explored
explored-570,0.5131944444444447,9,explored
explored-571,0.5436053240740742,10,explored
explored-572,0.4609837962962965,17,explored
explored-573,0.33315972222222245,20,explored
explored-574,0.41388888888888886,12,explored
explored-575,0.6740277777777779,7,explored
explored-576,0.609201388888889,12,explored
explored-577,0.7213541666666667,9,explored
explored-578,0.6562500000000001,7,explored
explored-579,0.7460069444444446,10,explored
explored-580,0.40598958333333357,18,explored
explored-581,0.3997106481481484,18,explored
explored-582,0.2729166666666669,19,explored
explored-583,0.6511718750000002,12,explored
explored-584,0.7372222222222222,27,explored
explored-585,0.6184895833333335,6,explored
explored-586,0.48984375000000013,14,explored
explored-587,0.3945312500000002,12,explored
explored-588,0.5401041666666668,9,explored
explored-589,0.2263888888888892,18,explored
explored-590,0.8005208333333333,13,explored
explored-591,0.4545370370370372,16,explored
explored-592,0.5303819444444446,19,explored
explored-593,0.5797222222222224,19,explored
explored-594,0.7703125000000001,9,explored
explored-595,0.6026041666666666,10,explored
explored-596,0.5225000000000002,11,explored
explored-597,0.5651909722222224,10,explored
explored-598,0.5119791666666669,11,explored
explored-599,0.6542534722222224,18,explored
explored-600,0.25208333333333366,16,explored
explored-601,0.555439814814815,9,explored
explored-602,0.601388888888889,11,explored
explored-603,0.6050694444444445,18,explored
explored-604,0.5225000000000002,9,explored
explored-605,0.5192708333333336,7,explored
explored-606,0.44010416666666696,17,explored
explored-607,0.46744791666666685,19,explored
explored-608,0.44687500000000013,15,explored
explored-609,0.538888888888889,10,explored
explored-610,0.6946875000000001,5,explored
explored-611,0.35364583333333366,21,explored
explored-612,0.3413194444444446,17,explored
explored-613,0.4106770833333334,14,explored
explored-614,0.4166666666666665,10,explored
explored-615,0.5910185185185187,10,explored
explored-616,0.41770833333333357,19,explored
explored-617,0.7506944444444446,9,explored
explored-618,0.6770601851851853,8,explored
explored-619,0.4228298611111113,17,explored
explored-620,0.2612847222222223,22,explored
explored-621,0.42586805555555574,17,explored
explored-622,0.5423611111111113,13,explored
explored-623,0.5220486111111113,14,explored
explored-624,0.4705729166666669,20,explored
explored-625,0.7322916666666668,10,explored
explored-626,0.7662500000000001,4,explored
explored-627,0.6408333333333334,3,explored
explored-628,0.177604166666667,15,explored
explored-629,0.5330439814814816,13,explored
explored-630,0.2484375000000003,25,explored
explored-631,0.22187500000000027,20,explored
explored-632,0.49288194444444455,21,explored
explored-633,0.5508969907407409,27,explored
explored-634,0.6576909722222223,14,explored
explored-635,0.4301388888888892,10,explored
explored-636,0.745138888888889,11,explored
explored-637,0.45026041666666683,17,explored
explored-638,0.29904513888888906,23,explored
explored-639,0.6265046296296297,12,explored
explored-640,0.6213541666666668,15,explored
explored-641,0.4217361111111113,20,explored
explored-642,0.5609375000000002,9,explored
explored-643,0.77375,6,explored
explored-644,0.543402777777778,12,explored
explored-645,0.640625,6,explored
explored-646,0.4236111111111114,14,explored
explored-647,0.6455729166666667,12,explored
explored-648,0.6953125,6,explored
explored-649,0.5027430555555557,15,explored
explored-650,0.3593750000000002,17,explored
explored-651,0.7246325231481483,17,explored
explored-652,0.6625000000000001,9,explored
explored-653,0.43281250000000027,14,explored
explored-654,0.5486979166666669,14,explored
explored-655,0.5419444444444447,14,explored
explored-656,0.7175520833333334,5,explored
explored-657,0.6763315972222224,35,explored
explored-658,0.7208333333333334,8,explored
explored-659,0.473385416666667,18,explored
explored-660,0.6493055555555557,7,explored
explored-661,0.6947916666666667,3,explored
explored-662,0.3812500000000003,14,explored
explored-663,0.6203125000000002,8,explored
explored-664,0.6275462962962964,7,explored
explored-665,0.5980034722222224,18,explored
explored-666,0.5796875000000001,6,explored
explored-667,0.552951388888889,10,explored
explored-668,0.5338541666666667,12,explored
explored-669,0.33854166666666696,19,explored
explored-670,0.7180555555555554,8,explored
explored-671,0.6585069444444446,11,explored
explored-672,0.5911458333333335,7,explored
explored-673,0.4682291666666668,13,explored
explored-674,0.5806712962962965,9,explored
explored-675,0.40729166666666705,7,explored
explored-676,0.5250000000000001,13,explored
explored-677,0.4246180555555559,12,explored
explored-678,0.4578125000000003,13,explored
explored-679,0.7751736111111112,8,explored
explored-680,0.3984259259259262,19,explored
explored-681,0.7293402777777779,9,explored
explored-682,0.7657118055555556,9,explored
explored-683,0.6527777777777779,29,explored
explored-684,0.3812500000000003,12,explored
explored-685,0.3002170138888891,18,explored
explored-686,0.5289930555555558,10,explored
explored-687,0.43810763888888904,15,explored
explored-688,0.36388888888888915,12,explored
explored-689,0.46059027777777806,17,explored
explored-690,0.6615972222222224,10,explored
explored-691,0.5546296296296298,16,explored
explored-692,0.37608506944444475,18,explored
explored-693,0.6543750000000002,7,explored
explored-694,0.5850694444444446,13,explored
explored-695,0.7322916666666668,11,explored
explored-696,0.5776909722222224,11,explored
explored-697,0.7216666666666667,3,explored
explored-698,0.287369791666667,25,explored
explored-699,0.4336111111111113,15,explored
explored-700,0.48663194444444446,7,explored
explored-701,0.5177083333333337,5,explored
explored-702,0.31802083333333353,13,explored
explored-703,0.7756944444444445,10,explored
explored-704,0.7347222222222223,9,explored
explored-705,0.3695746527777779,21,explored
explored-706,0.4261284722222225,19,explored
explored-707,0.588715277777778,19,explored
explored-708,0.4071759259259262,17,explored
explored-709,0.6088541666666668,14,explored
explored-710,0.41909722222222234,10,explored
explored-711,0.29884259259259294,14,explored
explored-712,0.3743055555555558,15,explored
explored-713,0.6437500000000002,7,explored
explored-714,0.6333043981481483,19,explored
explored-715,0.5744502314814816,13,explored
explored-716,0.4574074074074075,13,explored
explored-717,0.43125000000000024,14,explored
explored-718,0.6340277777777779,8,explored
explored-719,0.6802083333333334,9,explored
explored-720,0.6815972222222224,7,explored
explored-721,0.6308159722222223,20,explored
explored-722,0.7546875000000002,6,explored
explored-723,0.4921875000000001,11,explored
explored-724,0.622482638888889,23,explored
explored-725,0.36875000000000024,13,explored
explored-726,0.5069444444444445,6,explored
explored-727,0.5854166666666669,6,explored
explored-728,0.43078703703703713,20,explored
explored-729,0.38531250000000017,13,explored
explored-730,0.39718750000000014,15,explored
explored-731,0.5993634259259261,13,explored
explored-732,0.2638888888888893,13,explored
explored-733,0.5094618055555558,22,explored
explored-734,0.5406250000000001,9,explored
explored-735,0.2500000000000002,18,explored
explored-736,0.1312500000000003,14,explored
explored-737,0.2416666666666667,18,explored
explored-738,0.5728298611111112,9,explored
explored-739,0.49861111111111145,8,explored
explored-740,0.75,3,explored
