1,1,3.981590270996094e-05
1,2,0.0001361370086669922
1,3,0.004331111907958984
1,4,2.7511632442474365
2,1,4.029273986816406e-05
2,2,0.00017189979553222656
2,3,0.011426687240600586
2,4,45.07257604598999
3,1,0.00017690658569335938
3,2,0.0004169940948486328
3,3,0.04175305366516113
3,4,178.14500093460083
4,1,0.00028896331787109375
4,2,0.00131988525390625
4,3,0.16588091850280762
4,4,719.2125470638275
5,1,0.0008249282836914062
5,2,0.005177974700927734
5,3,0.6619582176208496
5,4,2886.5508511066437
6,1,0.002721071243286133
6,2,0.020450830459594727
6,3,2.6269290447235107
6,4,11931.956452846527
7,1,0.01911306381225586
7,2,0.08529424667358398
7,3,10.829134941101074
