Expression,RunHash
"and(not(subset_eq(B, A)), subset_eq(B, index(cardinality(A), B)))",3a079910cdf944339c61559ba1e2d374
"and(not(subset_eq(B, A)), subset_eq(B, index(cardinality(A), union(A, B))))",bf934983349d4a92993c832e4a0bc577
"and(not(subset_eq(B, A)), subset_eq(B, index(cardinality(B), union(A, B))))",c5a0411915d149df8892ffa61c369ac3
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(A), B)))",477a9f5e93eb4f7bb316ed5eb9994075
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(A), B)))",6aa848eb8f364052a8d574e4842462ee
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(A), B)))",477a9f5e93eb4f7bb316ed5eb9994075
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(B), A)))",4ff28b8b74f24d86acfe3393c5994f56
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(B), A)))",cfa459a5ec3c40b899293f0680006361
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(B), A)))",4ff28b8b74f24d86acfe3393c5994f56
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",02d79b5d29174665b7c8db639c416cfc
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",ed5cbca7ab3b417f873d4a2ddaba7d7b
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",02d79b5d29174665b7c8db639c416cfc
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",6b205cc00020472d836cf0f829a95591
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",5cec4c0de7fb4891b73a55e66a29a4cf
"and(not(subset_eq(B, A)), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",6b205cc00020472d836cf0f829a95591
"and(not(subset_eq(B, A)), subset_eq(difference(A, B), index(cardinality(A), union(A, B))))",181da7d38d554019903d2ca894c89e4f
"and(not(subset_eq(B, A)), subset_eq(difference(A, B), index(cardinality(A), union(A, B))))",d2b27d458e7d490aafffe8ff9c191f8a
"and(not(subset_eq(B, A)), subset_eq(difference(A, B), index(cardinality(A), union(A, B))))",181da7d38d554019903d2ca894c89e4f
"and(not(subset_eq(B, A)), subset_eq(difference(A, B), index(cardinality(B), union(A, B))))",d23bf4683c5742dc86e0456671a516b3
"and(not(subset_eq(B, A)), subset_eq(difference(A, B), index(cardinality(B), union(A, B))))",fb49d67c2c6c4a3b87a7cc77be80d075
"and(not(subset_eq(B, A)), subset_eq(difference(A, B), index(cardinality(B), union(A, B))))",d23bf4683c5742dc86e0456671a516b3
"and(not(subset_eq(B, A)), subset_eq(difference(B, A), index(cardinality(A), B)))",1a81f5e1ea0e45e783e2d47fdf71827e
"and(not(subset_eq(B, A)), subset_eq(difference(B, A), index(cardinality(A), union(A, B))))",669fe6eb5a4f4369adfa7a99b5fa7483
"and(not(subset_eq(B, A)), subset_eq(difference(B, A), index(cardinality(A), union(A, B))))",8690cbf5c30b4017a545844444664de7
"and(not(subset_eq(B, A)), subset_eq(difference(B, A), index(cardinality(A), union(A, B))))",669fe6eb5a4f4369adfa7a99b5fa7483
"and(not(subset_eq(B, A)), subset_eq(difference(B, A), index(cardinality(B), union(A, B))))",52f74cbac98f4164b937b717e36a6d2f
"and(not(subset_eq(B, A)), subset_eq(difference(B, A), index(cardinality(B), union(A, B))))",e1b9a53bd030440cbc9d0897a2abf078
"and(not(subset_eq(B, A)), subset_eq(difference(B, A), index(cardinality(B), union(A, B))))",52f74cbac98f4164b937b717e36a6d2f
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), A))",47e8d037c6c04d3e936a3e8fe525f1a0
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), A))",0e3d7e11abd045bdac762d33e5b8db79
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), A))",47e8d037c6c04d3e936a3e8fe525f1a0
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), B))",7bc476c16d9345d68d64c079450b02de
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), B))",47f19b434f61417897ca647fac4b6223
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), B))",7bc476c16d9345d68d64c079450b02de
"not(subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",da7d4c49aa074ac8ab15cd692ba0e82a
"not(subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",cab09024bb6f4dfd847189a861cb6f63
"not(subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",da7d4c49aa074ac8ab15cd692ba0e82a
"not(subset_eq(index(cardinality(A), union(A, B)), difference(A, B)))",2a926234f5da4cb68958e52ecd217559
"not(subset_eq(index(cardinality(A), union(A, B)), difference(A, B)))",4f9bb28bf694468baf4a7cd13d5eaafb
"not(subset_eq(index(cardinality(A), union(A, B)), difference(A, B)))",2a926234f5da4cb68958e52ecd217559
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), A))",92f934e34cb24026835218d03961649c
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), A))",6ab3c0201c1e4d268a3a7dd9487c8620
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), A))",92f934e34cb24026835218d03961649c
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), A))",a5619cca1da14d33b50315a14d74280e
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), A))",749427763f2442759261acf1fbdebfc4
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), A))",a5619cca1da14d33b50315a14d74280e
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), B))",ca805798f62b46f3a36dac29e010a998
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), B))",e6a97997f9ec4c32aca7b960d8b78897
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), B))",ca805798f62b46f3a36dac29e010a998
"greater_than(cardinality(difference(B, A)), cardinality(index(cardinality(B), difference(A, B))))",80883ada5d994fe1a556e09f9552ff0d
"greater_than(cardinality(difference(B, A)), cardinality(index(cardinality(B), difference(A, B))))",5988a1b5f944471ebcc638d669268f68
"greater_than(cardinality(difference(B, A)), cardinality(index(cardinality(B), difference(A, B))))",80883ada5d994fe1a556e09f9552ff0d
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), difference(B, A)))",6440f3f274e64af09664d1fb5b5a7813
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), difference(B, A)))",8e5c0747be664dbfa30cd80a9713ec7a
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), difference(B, A)))",6440f3f274e64af09664d1fb5b5a7813
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), difference(A, B)))",832b7e5390d34453be8a27ee5fecedb2
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), difference(A, B)))",db801ea5361b45ad95b044e809b9c01b
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), difference(A, B)))",832b7e5390d34453be8a27ee5fecedb2
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",31ba8f861f094a1d9193dcb744077c19
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",e0c9546dabd84eab8967512396815260
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",31ba8f861f094a1d9193dcb744077c19
"not(subset_eq(index(cardinality(A), union(A, B)), B))",c5a28c7dea534a2583179ac4675b9105
"not(subset_eq(index(cardinality(A), union(A, B)), B))",f46b87e09bbd4802a0865caeb20bdf8b
"not(subset_eq(index(cardinality(A), union(A, B)), B))",c5a28c7dea534a2583179ac4675b9105
"not(subset_eq(index(cardinality(A), union(A, B)), A))",937231e68f734a30a6d58e765530a912
"not(subset_eq(index(cardinality(A), union(A, B)), A))",ad1238a0350b43319162154e4bceefde
"not(subset_eq(index(cardinality(A), union(A, B)), A))",937231e68f734a30a6d58e765530a912
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",9d48e82b54cd495d8fdd7d45b9d02647
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",a913427b88014fb2bf6bfd9d7aa8ab1f
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",9d48e82b54cd495d8fdd7d45b9d02647
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",c9efafd41e7e431ba484325e8ccf1139
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",7ba993206c5e44bf8a7c71c21d5894d2
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",c9efafd41e7e431ba484325e8ccf1139
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), difference(B, A)))",127c360d6f874c55b02805d368a65715
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), difference(B, A)))",7e2848adf85a40ea96939a3c58619084
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), difference(B, A)))",127c360d6f874c55b02805d368a65715
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",89144dfd98974ca6a77dbc46c9f62b84
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",bf496fc582bc40d0a4aa990d626a2403
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",89144dfd98974ca6a77dbc46c9f62b84
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",6714e31a50804940ab01fd1c873bb3c8
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",689c104970a04aaea8d0ebbd3e5722ff
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",6714e31a50804940ab01fd1c873bb3c8
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",4fbc4734333e4d01baa80dd2e90254b8
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",155fff1760e44102965fdcf37c29f591
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",4fbc4734333e4d01baa80dd2e90254b8
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(A), union(A, B))))",efc95657f5d749ee8f525a99ef888c99
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(A), union(A, B))))",7c3187a2a54e4a4292f6614fcecc0725
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(A), union(A, B))))",efc95657f5d749ee8f525a99ef888c99
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",4cbd294ca5464ae183d2c210f5522241
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",2eb1230166a944fda32dc895a06c03d7
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",4cbd294ca5464ae183d2c210f5522241
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",b85403c664dc43738c527a1b69a36b11
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",dae13aba695c45f6a1ef96d7e7797926
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",b85403c664dc43738c527a1b69a36b11
"not(subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",6b37dcf11e1644f4b44cd20f251ed105
"not(subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",979f4c925070479bb5df457a9b13ecbe
"not(subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",6b37dcf11e1644f4b44cd20f251ed105
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B)))",671369fcceac4057828f3af635e7dffb
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B)))",93889a858c824490b74ecd17d67c42f9
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B)))",671369fcceac4057828f3af635e7dffb
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), A)))",80622c9b32bf4d329de3e12b75d09798
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), A)))",63a95d3e462d4bdbaba96ac4c8d28a01
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), A)))",80622c9b32bf4d329de3e12b75d09798
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",f1657ffc53b74d92868e5f68ef086e7b
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",0dd71c7b31c04b1498383fe275ed45c9
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",f1657ffc53b74d92868e5f68ef086e7b
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), difference(A, B))))",492612c961d549409836d17dfc732427
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), difference(A, B))))",b41f22267cd8435bb86e99c4e01e087f
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(B), difference(A, B))))",492612c961d549409836d17dfc732427
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",90c866115a664d9f815436b4d6e638c1
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",ea70d21d29c2483ca882bea9b58b798b
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",90c866115a664d9f815436b4d6e638c1
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), union(A, B))))",d72faff701794c84ad63c99eac429846
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), union(A, B))))",144a44a17da14c579bf7a1acd43da5df
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), union(A, B))))",d72faff701794c84ad63c99eac429846
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(B), union(A, B))))",85f562e501464da6956663206a1ade5b
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(B), union(A, B))))",aa11e468e6f8435b9065d95ed5ea7f68
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(B), union(A, B))))",85f562e501464da6956663206a1ade5b
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",addc401c8daa4acb8c4afb2c0bd8a139
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",e83e42bfba254386b4f169de2f2e50b4
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",addc401c8daa4acb8c4afb2c0bd8a139
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), B)))",b2c9fa6d3c654d24b97bd2eb57d0c250
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), B)))",f95636afbe204070af59e75c5349a5aa
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), B)))",b2c9fa6d3c654d24b97bd2eb57d0c250
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), A)))",0c47d30f00dd4319905a17fb4803f2ea
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), A)))",5dc238fb81cc46f3836fa35eae942fe6
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), A)))",0c47d30f00dd4319905a17fb4803f2ea
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), difference(B, A))))",de0e440f0ea847eb876ae60f43f67de8
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), difference(B, A))))",e0c23c8037354793bf8ff69a7cc19a8c
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(A), difference(B, A))))",de0e440f0ea847eb876ae60f43f67de8
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), difference(A, B))))",70c5d50938204d479b654000499efae5
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), difference(A, B))))",54c819e32b5b4f739c8c9f7fdec86f60
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), difference(A, B))))",70c5d50938204d479b654000499efae5
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(A), union(A, B))))",f8aa5fe361a34247a051c2d4c703af8e
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(A), union(A, B))))",22516d85b41b465db92f4ed00dfc2e7a
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(A), union(A, B))))",f8aa5fe361a34247a051c2d4c703af8e
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), union(A, B))))",2842c647e2b744178f59ff720fc55590
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), union(A, B))))",22f9a2ee7f464061bdcc6ef335cdeb06
"and(not(subset_eq(B, A)), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), union(A, B))))",2842c647e2b744178f59ff720fc55590
"and(not(subset_eq(B, A)), equals(cardinality(A), cardinality(difference(B, A))))",a1742cba93bd49bf82df8420466d9d5f
"and(not(subset_eq(B, A)), equals(cardinality(A), cardinality(difference(B, A))))",85d6d4728305445cbb784ee592a2c044
"and(not(subset_eq(B, A)), equals(cardinality(A), cardinality(difference(B, A))))",a1742cba93bd49bf82df8420466d9d5f
"and(not(subset_eq(B, A)), equals(cardinality(B), cardinality(difference(A, B))))",0869370ce04046a78bb513af9f66509b
"and(not(subset_eq(B, A)), equals(cardinality(B), cardinality(difference(A, B))))",52f106f3c85d439a9ccd2dc5c32c661e
"and(not(subset_eq(B, A)), equals(cardinality(B), cardinality(difference(A, B))))",0869370ce04046a78bb513af9f66509b
"and(not(subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",be1e96b8dc044255b831d143c5108b47
"and(not(subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",8c68bd729fec4a8384a99185cbfe703f
"and(not(subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",be1e96b8dc044255b831d143c5108b47
"and(not(subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",0f111df7862d4f6c9dd25a7262971aac
"and(not(subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",f4d3dcd4a57b42c4aa449338682b84a2
"and(not(subset_eq(B, A)), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",0f111df7862d4f6c9dd25a7262971aac
"and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(difference(B, A))))",d0f5c6a5aef04281a098f6ee9491b0f0
"and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(difference(B, A))))",888609c3772145739a612565760c7668
"and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(difference(B, A))))",d0f5c6a5aef04281a098f6ee9491b0f0
"and(not(subset_eq(B, A)), greater_than(cardinality(B), cardinality(difference(A, B))))",398b6e440c53412382fc127c6dc33c86
"and(not(subset_eq(B, A)), greater_than(cardinality(B), cardinality(difference(A, B))))",b1a6b37f72694c8a8cd2d2fce75df4ec
"and(not(subset_eq(B, A)), greater_than(cardinality(B), cardinality(difference(A, B))))",398b6e440c53412382fc127c6dc33c86
"and(not(subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(A, B))))",b9824539931b4b92a065d3a636b86b9b
"and(not(subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(A, B))))",78cd40e9950945ffb3c60f648c714e69
"and(not(subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(A, B))))",b9824539931b4b92a065d3a636b86b9b
"and(not(subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(B, A))))",19443db128e7447a94ea95957ef98ef3
"and(not(subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(B, A))))",a5b92f9ee03a433ebf4c87f674173fb7
"and(not(subset_eq(B, A)), greater_than(cardinality(intersection(A, B)), cardinality(difference(B, A))))",19443db128e7447a94ea95957ef98ef3
"and(not(subset_eq(B, A)), greater_than(cardinality(difference(A, B)), cardinality(intersection(A, B))))",abe7396949dc4e9da87cf442194bace6
"and(not(subset_eq(B, A)), greater_than(cardinality(difference(A, B)), cardinality(intersection(A, B))))",4b2c980872fc492ca2c6997c3837fbf4
"and(not(subset_eq(B, A)), greater_than(cardinality(difference(A, B)), cardinality(intersection(A, B))))",abe7396949dc4e9da87cf442194bace6
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), not(subset_eq(B, A))))",0f3769a66428489f96091ee093a89cf8
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), not(subset_eq(B, A))))",2459abeb70104f9a902f6f2cb340bc73
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), not(subset_eq(B, A))))",0f3769a66428489f96091ee093a89cf8
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), equals(cardinality(A), cardinality(B))))",558ccccb9e3841888708c97112793edd
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",0c1bed20b29e4b8ab3e768a99bdfda5b
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",43b5fa28df5a4c99b9f618998f5e0699
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",0c1bed20b29e4b8ab3e768a99bdfda5b
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), greater_than(cardinality(B), cardinality(A))))",147c201ab94d4f74bd1b3efdcffda913
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), greater_than(cardinality(B), cardinality(A))))",684c6238d61f49a2934aa1aa0bff35b4
"and(subset_eq(A, difference(A, B)), or(subset_eq(A, B), greater_than(cardinality(B), cardinality(A))))",147c201ab94d4f74bd1b3efdcffda913
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), not(subset_eq(A, B))))",41eb70e6515146f8afeec30c578dbf35
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), not(subset_eq(A, B))))",3ef066ea466e4904a0dde7f68ca7a1c3
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), not(subset_eq(A, B))))",41eb70e6515146f8afeec30c578dbf35
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), equals(cardinality(A), cardinality(B))))",9252e821c5054a8f8936746ddd45e243
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))))",60b9d5adb6ac49729e5e87f575d73779
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))))",8d206d38265d41f493ab46f532c4c914
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))))",60b9d5adb6ac49729e5e87f575d73779
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))))",5c7b44030d5c416395b4ab09929db562
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))))",a739f965e4e94bf98e634d68beb0bbde
"and(subset_eq(A, difference(A, B)), or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))))",5c7b44030d5c416395b4ab09929db562
"and(subset_eq(A, difference(A, B)), or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))))",0f98c5094da34a508d8aeda8b7e103a7
"and(subset_eq(A, difference(A, B)), not(and(subset_eq(A, B), subset_eq(B, A))))",9e2368e98bef46118c24dc8c68c954f5
"and(subset_eq(A, difference(A, B)), not(and(subset_eq(A, B), subset_eq(B, A))))",52b631d5c11d48e18400c0b8e153acfd
"and(subset_eq(A, difference(A, B)), not(and(subset_eq(A, B), subset_eq(B, A))))",9e2368e98bef46118c24dc8c68c954f5
"subset_eq(B, difference(difference(B, A), index(cardinality(A), B)))",09e58b2f71b94e3f8b7a29c3de56691e
"subset_eq(B, difference(difference(B, A), index(cardinality(A), B)))",f6a7300a5653496a996c51d60070bac5
"subset_eq(B, difference(difference(B, A), index(cardinality(A), B)))",09e58b2f71b94e3f8b7a29c3de56691e
"subset_eq(A, difference(difference(A, B), index(cardinality(B), A)))",f68e090d9c7c4dcab4508833342b6da3
"subset_eq(A, difference(difference(A, B), index(cardinality(B), A)))",21f8b681150a4ac0a5960b07c87687e1
"subset_eq(A, difference(difference(A, B), index(cardinality(B), A)))",f68e090d9c7c4dcab4508833342b6da3
"and(subset_eq(A, difference(A, B)), not(equals(cardinality(A), cardinality(B))))",1e293eecfb41442f9e9c429cc3a0ef70
"and(subset_eq(A, difference(A, B)), not(equals(cardinality(A), cardinality(B))))",813f94e886b645a4864ff43b5745d344
"and(subset_eq(A, difference(A, B)), not(equals(cardinality(A), cardinality(B))))",1e293eecfb41442f9e9c429cc3a0ef70
"subset_eq(A, difference(index(cardinality(A), union(A, B)), B))",369cf4a1f5744d09b00f3554d79e9571
"subset_eq(B, difference(index(cardinality(B), union(A, B)), A))",97383707b16a45dc989e7b89eb283fb9
"subset_eq(B, difference(difference(B, A), index(cardinality(A), union(A, B))))",3776d5c7c7f147a399e92d6de8c30b28
"subset_eq(B, difference(difference(B, A), index(cardinality(A), union(A, B))))",8b04eb2fae4141e8b6b3d22405ade70f
"subset_eq(B, difference(difference(B, A), index(cardinality(A), union(A, B))))",3776d5c7c7f147a399e92d6de8c30b28
"subset_eq(A, difference(difference(A, B), index(cardinality(A), union(A, B))))",8efe408a08e0491b96fe55c1e776dec7
"subset_eq(A, difference(difference(A, B), index(cardinality(A), union(A, B))))",a4f134874d284cf8b073e4b0861ee7dc
"subset_eq(A, difference(difference(A, B), index(cardinality(A), union(A, B))))",8efe408a08e0491b96fe55c1e776dec7
"subset_eq(B, difference(difference(B, A), index(cardinality(B), union(A, B))))",cb3762aa66694782aa42bc060198d901
