name,comm_cost,complexity,type,naturalness,optimality
explored-9086,0.4006481481481482,57,explored,0.2857142857142857,0.8504301516307207
explored-9087,0.5411111111111111,27,explored,0.5,0.8712602952857584
explored-9088,0.2114814814814816,67,explored,0.42857142857142855,0.9443967646279826
explored-9089,0.3345164609053499,66,explored,0.375,0.8737016421215377
explored-9090,0.31412037037037055,55,explored,0.3333333333333333,0.9124098835919267
explored-9091,0.5642592592592592,15,explored,0.5,0.9339473304949333
explored-9092,0.36055555555555563,41,explored,0.4,0.9049929232474173
explored-9093,0.34283950617283954,38,explored,0.4,0.9205402565475266
explored-9094,0.3606250000000001,60,explored,0.4,0.8729204396825969
explored-9095,0.4082644968200524,69,explored,0.75,0.8211677316631456
explored-9096,0.28481481481481485,67,explored,0.42857142857142855,0.9005780863426766
explored-9097,0.3719135802469137,13,explored,0.6666666666666666,0.9689902622254888
explored-9098,0.4675,31,explored,0.5,0.8551143863111086
explored-9099,0.6498765432098765,16,explored,0.5,0.9264761033915923
explored-9100,0.2727777777777778,52,explored,0.6,0.9440352802851606
explored-9101,0.2889197530864198,96,explored,0.3333333333333333,0.8162972346345684
explored-9102,0.35478395061728407,41,explored,0.4,0.9089079372251682
explored-9103,0.6424382716049384,16,explored,0.5,0.9266670361357938
explored-9104,0.4053692174962017,84,explored,1.0,0.7805753567054456
explored-9105,0.36105967078189316,36,explored,0.2,0.9087420314607089
explored-9106,0.6617283950617285,12,explored,1.0,0.9472655830235714
explored-9107,0.4077808641975309,65,explored,0.3333333333333333,0.8317149499896004
explored-9108,0.5267283950617284,37,explored,0.75,0.8188951128235719
explored-9109,0.46800264550264536,43,explored,0.2,0.8287173840764457
explored-9110,0.6506172839506174,26,explored,1.0,0.8737227119065678
explored-9111,0.44855967078189307,20,explored,0.3333333333333333,0.9115035536854518
explored-9112,0.42407407407407405,13,explored,0.5,0.9501771310964536
explored-9113,0.3762125220458554,56,explored,0.16666666666666666,0.8684301745989067
explored-9114,0.5751851851851851,11,explored,1.0,0.9547606062697064
explored-9115,0.3429783950617282,23,explored,0.5,0.9524386397378435
explored-9116,0.3441931216931218,59,explored,0.5,0.8856675434587643
explored-9117,0.28522486772486777,44,explored,0.5714285714285714,0.9509194081365019
explored-9118,0.3262037037037038,37,explored,0.4,0.9327954267647904
explored-9119,0.29574074074074086,44,explored,0.3333333333333333,0.9441226057638146
explored-9120,0.3725308641975309,15,explored,0.75,0.9598309565955809
explored-9121,0.3269664902998235,34,explored,0.6,0.9338452810859316
explored-9122,0.39734607984607995,51,explored,0.8,0.863456981364023
explored-9123,0.42148148148148157,80,explored,0.75,0.7822344936668542
explored-9124,0.444047619047619,45,explored,0.25,0.842390256915256
explored-9125,0.39748677248677244,63,explored,0.5,0.8427553342868113
explored-9126,0.6166666666666667,13,explored,1.0,0.9431489137829535
explored-9127,0.4126286008230453,15,explored,0.6666666666666666,0.944704513656926
explored-9128,0.5878703703703704,30,explored,0.5,0.8542396636714038
explored-9129,0.42592592592592593,32,explored,0.75,0.877980044409035
explored-9130,0.43259259259259253,19,explored,0.5,0.9193204039090757
explored-9131,0.3602777777777777,100,explored,0.3333333333333333,0.7623722175164659
explored-9132,0.4194444444444444,29,explored,0.5,0.8898287824144218
explored-9133,0.5362962962962963,23,explored,0.0,0.8924776318188514
explored-9134,0.4692460317460315,23,explored,0.5,0.8941988075731259
explored-9135,0.3392255892255893,54,explored,0.5,0.8960635776788417
explored-9136,0.4666666666666668,32,explored,0.6666666666666666,0.8530505916653266
explored-9137,0.25203703703703706,57,explored,0.16666666666666666,0.94838014470082
explored-9138,0.2782407407407408,55,explored,0.42857142857142855,0.9367491258207375
explored-9139,0.2525925925925927,61,explored,0.3333333333333333,0.9367616901716858
explored-9140,0.3658641975308643,46,explored,0.5,0.8938575866025371
explored-9141,0.4258421516754851,59,explored,0.2857142857142857,0.8306439259427791
explored-9142,0.48888888888888893,8,explored,1.0,0.9727961589463308
explored-9143,0.34457671957671965,49,explored,0.5,0.9015064847125538
explored-9144,0.3222222222222223,57,explored,0.5,0.9039087258775624
explored-9145,0.5816666666666667,19,explored,0.5,0.9124067299778718
explored-9146,0.42240740740740734,13,explored,0.5,0.950311645202057
explored-9147,0.27528806584362153,77,explored,0.3333333333333333,0.8780539863420941
explored-9148,0.39301851851851843,86,explored,0.375,0.7823119437654658
explored-9149,0.41727838570894127,100,explored,0.2222222222222222,0.7283128227360709
explored-9150,0.6888888888888889,16,explored,0.5,0.9253483817682006
explored-9151,0.3607407407407408,38,explored,0.5,0.907977426495839
explored-9152,0.2542592592592593,40,explored,0.5,0.9785387791097588
explored-9153,0.4068795761851318,77,explored,0.8888888888888888,0.7994244890867654
explored-9154,0.3226851851851853,51,explored,0.42857142857142855,0.9094729120952719
explored-9155,0.4,31,explored,0.25,0.8970484862492631
explored-9156,0.30018518518518533,31,explored,0.25,0.9581562177365176
explored-9157,0.36583333333333345,31,explored,0.25,0.919694450193183
explored-9158,0.2918518518518519,71,explored,0.8571428571428571,0.8850865811716463
explored-9159,0.4272376543209877,30,explored,0.0,0.8823534532889614
explored-9160,0.39967532467532463,74,explored,0.3333333333333333,0.8121942082095339
explored-9161,0.32391975308641974,55,explored,0.42857142857142855,0.9056773217495778
explored-9162,0.3963697824808936,18,explored,0.75,0.9374482659812502
explored-9163,0.22509259259259262,61,explored,0.5,0.9531935828209281
explored-9164,0.33419753086419757,27,explored,0.8,0.9474935379523206
explored-9165,0.5547619047619047,21,explored,0.5,0.9025505011012347
explored-9166,0.5448260381593716,28,explored,1.0,0.8658914932439852
explored-9167,0.37763468013468016,69,explored,0.42857142857142855,0.8394723691780989
explored-9168,0.5192644032921812,29,explored,0.5,0.8612742212023192
explored-9169,0.40061728395061746,13,explored,0.6666666666666666,0.9581621113856671
explored-9170,0.40707671957671954,24,explored,0.6666666666666666,0.9094042077327998
explored-9171,0.4030941358024691,61,explored,0.5,0.8429596118543206
explored-9172,0.6148148148148148,21,explored,0.3333333333333333,0.901008949943046
explored-9173,0.8333333333333334,27,explored,0.0,0.8628565707219051
explored-9174,0.4562962962962962,13,explored,1.0,0.947575856344912
explored-9175,0.7911111111111111,9,explored,0.0,0.9590647644757203
explored-9176,0.3246913580246914,61,explored,0.5714285714285714,0.8935623225984566
explored-9177,0.44546296296296306,39,explored,0.75,0.8503837620236728
explored-9178,0.3032407407407408,80,explored,0.3333333333333333,0.8528865645912267
explored-9179,0.2830555555555556,52,explored,0.2,0.9368040874600577
explored-9180,0.2642592592592594,56,explored,0.375,0.9437214171851304
explored-9181,0.44791887125220464,26,explored,0.3333333333333333,0.882296153788878
explored-9182,0.32578262786596124,40,explored,0.5,0.9300681583004633
explored-9183,0.31833333333333336,45,explored,0.5,0.927330591451462
explored-9184,0.24527777777777782,48,explored,0.5,0.9655480973364154
explored-9185,0.2716666666666667,57,explored,0.42857142857142855,0.9365888953223979
explored-9186,0.3398148148148148,46,explored,0.16666666666666666,0.9112604195902362
explored-9187,0.4422839506172842,15,explored,0.5,0.9382222497205588
explored-9188,0.5274074074074074,23,explored,0.3333333333333333,0.8927058207471982
explored-9189,0.24703703703703717,59,explored,0.5,0.9457245424027488
explored-9190,0.44574074074074066,30,explored,0.3333333333333333,0.8711370526328562
explored-9191,0.2843013468013469,69,explored,0.6666666666666666,0.8952415434922666
explored-9192,0.3031790123456791,36,explored,0.4,0.9492772362307674
explored-9193,0.31887713109935334,60,explored,0.625,0.8997119789252989
explored-9194,0.4185185185185185,32,explored,0.25,0.8829616251865096
explored-9195,0.2833670033670035,87,explored,0.3333333333333333,0.8450100376315861
explored-9196,0.4349074074074073,15,explored,0.5,0.9388177411120106
explored-9197,0.4303703703703704,20,explored,0.75,0.9156954641572912
explored-9198,0.49722222222222223,21,explored,0.6666666666666666,0.9040275497294865
explored-9199,0.3965476190476189,97,explored,0.25,0.7491649895456753
explored-9200,0.28333333333333344,68,explored,0.2857142857142857,0.8986416581471347
explored-9201,0.27407407407407414,59,explored,0.42857142857142855,0.9295691788914522
explored-9202,0.3041750841750843,57,explored,0.7142857142857143,0.9158606594240536
explored-9203,0.3912757201646091,41,explored,0.8333333333333334,0.8839635108981041
explored-9204,0.28055555555555567,45,explored,0.6,0.9512197499368586
explored-9205,0.3012962962962962,24,explored,0.6,0.9720529003014354
explored-9206,0.31361111111111106,37,explored,0.4,0.9416690490169749
explored-9207,0.4087037037037038,25,explored,0.5,0.9063695672003704
explored-9208,0.41603769841269833,104,explored,0.0,0.7177675302414768
explored-9209,0.2813888888888889,47,explored,0.3333333333333333,0.944355205064742
explored-9210,0.36617063492063484,42,explored,0.5,0.8996853229700732
explored-9211,0.3358333333333333,31,explored,0.0,0.9386196281901298
explored-9212,0.4890519079685747,87,explored,0.875,0.7221077040540216
explored-9213,0.5154629629629629,36,explored,0.3333333333333333,0.8244577378706681
explored-9214,0.35037037037037044,69,explored,0.5,0.8557635404534912
explored-9215,0.364726631393298,96,explored,0.3,0.7710005524531683
explored-9216,0.3508641975308643,50,explored,0.5,0.895034494446867
explored-9217,0.4736111111111111,62,explored,0.3333333333333333,0.7938759094906375
explored-9218,0.41416666666666657,20,explored,0.6666666666666666,0.921808133096137
explored-9219,0.6395833333333334,25,explored,0.0,0.879279383988647
explored-9220,0.5188271604938273,11,explored,1.0,0.956207297981031
explored-9221,0.4130503294471549,104,explored,0.1111111111111111,0.7195525539815724
explored-9222,0.49289866255144044,67,explored,0.5,0.7723598396475697
explored-9223,0.5397530864197531,24,explored,0.3333333333333333,0.8871154638350869
explored-9224,0.38384268707482994,123,explored,0.1,0.6833934452241814
explored-9225,0.5003599486932822,80,explored,0.875,0.7351024497460583
explored-9226,0.3514660493827161,62,explored,0.2,0.8744052604950284
explored-9227,0.33086419753086427,47,explored,0.3333333333333333,0.914974585566131
explored-9228,0.28027777777777785,47,explored,0.2,0.9449412431163794
explored-9229,0.2783333333333333,64,explored,0.42857142857142855,0.9129159201779609
explored-9230,0.29000000000000004,55,explored,0.5714285714285714,0.9288500326356119
explored-9231,0.5329475308641975,33,explored,0.25,0.8398292261840925
explored-9232,0.29393827160493835,55,explored,0.375,0.9261841351874633
explored-9233,0.36316638608305274,42,explored,0.5,0.9017211187385291
explored-9234,0.7155555555555555,36,explored,0.3333333333333333,0.8190814916445951
explored-9235,0.6395061728395062,14,explored,0.0,0.9372891823857981
explored-9236,0.4230864197530865,31,explored,0.3333333333333333,0.8818305338757538
explored-9237,0.42194444444444446,39,explored,0.5,0.8645971912627695
explored-9238,0.2587962962962963,74,explored,0.42857142857142855,0.896373232447852
explored-9239,0.5255555555555556,19,explored,0.3333333333333333,0.9138471071714617
explored-9240,0.647530864197531,29,explored,0.3333333333333333,0.8579816127630193
explored-9241,0.39629629629629637,40,explored,0.8,0.8815526485129748
explored-9242,0.2773148148148148,65,explored,0.5,0.9107028526164169
explored-9243,0.3830097736625515,106,explored,0.3,0.7318593085059517
explored-9244,0.5089330808080809,51,explored,0.6,0.7893814987286716
explored-9245,0.7296296296296296,9,explored,0.0,0.9609810611391132
explored-9246,0.3564814814814815,81,explored,0.2857142857142857,0.8182520973580941
explored-9247,0.45240740740740737,31,explored,0.25,0.8644183354773252
explored-9248,0.31858024691358033,65,explored,0.375,0.8860456307164635
explored-9249,0.3848655536849983,38,explored,0.6,0.8910121025485789
explored-9250,0.3921212121212122,21,explored,0.5,0.9266589912953048
explored-9251,0.43148148148148147,47,explored,0.3333333333333333,0.8478942191001468
explored-9252,0.38184891240446794,70,explored,0.0,0.8341326027501241
explored-9253,0.44305555555555554,69,explored,0.6666666666666666,0.7998843154152352
explored-9254,0.3723845598845599,82,explored,1.0,0.8059279276510948
explored-9255,0.34999999999999987,44,explored,0.6666666666666666,0.9076321448554304
explored-9256,0.36749999999999994,22,explored,0.3333333333333333,0.9393128854598723
explored-9257,0.5219341563786009,7,explored,1.0,0.9772212854510556
explored-9258,0.4603703703703703,37,explored,0.4,0.8457545386958503
explored-9259,0.6916666666666667,13,explored,0.5,0.9410771822412274
explored-9260,0.45925925925925926,31,explored,0.5,0.8602186873454747
explored-9261,0.3432659932659934,62,explored,0.8333333333333334,0.8795213442281382
explored-9262,0.7425925925925926,25,explored,0.0,0.8762284305494701
explored-9263,0.506172839506173,7,explored,1.0,0.9776258523439574
explored-9264,0.18564814814814823,62,explored,0.375,0.9739409789295885
explored-9265,0.4414550264550263,46,explored,0.5,0.8426411586415863
explored-9266,0.3391975308641977,70,explored,0.5,0.8596179681126606
explored-9267,0.29009259259259257,39,explored,0.4,0.9557608360167734
explored-9268,0.3300925925925926,45,explored,0.2,0.9195312949810319
explored-9269,0.4444444444444444,58,explored,1.0,0.8190440528429322
explored-9270,0.4049182299182299,67,explored,0.5714285714285714,0.828597252236486
explored-9271,0.1870370370370371,69,explored,0.375,0.9533595743236214
explored-9272,0.34876543209876554,42,explored,0.2,0.9114807360840758
explored-9273,0.45259259259259255,15,explored,0.5,0.9373900436790845
explored-9274,0.4474338624338625,42,explored,0.6,0.8440433344411382
explored-9275,0.3455471380471381,42,explored,0.5,0.913661667676377
explored-9276,0.3240740740740742,42,explored,0.4,0.9282139466825257
explored-9277,0.23259259259259257,39,explored,0.6666666666666666,0.9947290052624191
explored-9278,0.6617283950617285,11,explored,0.5,0.9525390502481471
explored-9279,0.549074074074074,22,explored,0.0,0.8974230518929976
explored-9280,0.27814814814814826,47,explored,0.3333333333333333,0.946050293001986
explored-9281,0.3312233445566779,36,explored,0.4,0.9294469180996009
explored-9282,0.3871913580246913,14,explored,0.6666666666666666,0.9587636801131542
explored-9283,0.3472222222222223,39,explored,0.8,0.916633297806702
explored-9284,0.33490179573512924,51,explored,0.42857142857142855,0.9015911569594098
explored-9285,0.4235849395313681,96,explored,0.8888888888888888,0.7358310980018357
explored-9286,0.5505555555555555,19,explored,0.5,0.9132053597125049
explored-9287,0.4025925925925926,41,explored,0.5,0.8761562602160327
explored-9288,0.6617283950617285,15,explored,0.5,0.9314452853147437
explored-9289,0.18564814814814823,70,explored,0.375,0.9513677531657011
explored-9290,0.41615644158898135,95,explored,0.5,0.7430914753296919
explored-9291,0.42163065843621417,40,explored,0.4,0.8638858574435078
explored-9292,0.3374074074074074,42,explored,0.5,0.919178163386399
explored-9293,0.4307760141093473,55,explored,0.4,0.8328347768409028
explored-9294,0.3738095238095238,48,explored,0.6666666666666666,0.8850304828504313
explored-9295,0.32544753086419753,43,explored,0.5,0.9257773674138003
explored-9296,0.4212962962962964,45,explored,0.6,0.8578086836055288
explored-9297,0.39781641814975144,91,explored,0.7,0.7653367848571722
explored-9298,0.2692592592592593,48,explored,0.3333333333333333,0.9486806007941113
explored-9299,0.5627976190476192,23,explored,0.0,0.8917973437798392
explored-9300,0.36370370370370364,32,explored,0.4,0.9188165230124965
explored-9301,0.2994444444444444,30,explored,0.6,0.9623586272770196
explored-9302,0.42163065843621406,60,explored,0.0,0.8321162195226339
explored-9303,0.3413580246913581,47,explored,0.5,0.9082393341250954
explored-9304,0.28740740740740756,47,explored,0.6666666666666666,0.9410999792115889
explored-9305,0.28101851851851856,74,explored,0.375,0.8830948389977715
explored-9306,0.3324074074074074,29,explored,0.5,0.9455751174190559
explored-9307,0.5553030303030303,23,explored,0.0,0.8919897354221058
explored-9308,0.33626543209876547,49,explored,0.4,0.9066078278763894
explored-9309,0.4775613275613275,20,explored,0.5,0.9098056788244153
explored-9310,0.49197530864197536,29,explored,0.3333333333333333,0.861974734469767
explored-9311,0.38111111111111096,23,explored,0.5,0.9284349666759336
explored-9312,0.2953703703703703,59,explored,0.2857142857142857,0.9167952651020956
explored-9313,0.5703703703703704,32,explored,0.25,0.8441420160745996
explored-9314,0.7336111111111111,16,explored,0.0,0.9239544504526735
explored-9315,0.8444444444444444,6,explored,1.0,0.9732177812422192
explored-9316,0.3333333333333335,56,explored,0.3333333333333333,0.8979356919151288
explored-9317,0.3230820105820107,41,explored,0.4,0.930392110032556
explored-9318,0.421406833906834,81,explored,0.625,0.7794574402741146
explored-9319,0.39135802469135816,16,explored,0.5,0.9482653785626244
explored-9320,0.292175925925926,69,explored,0.42857142857142855,0.8905362768607755
explored-9321,0.2836419753086421,77,explored,0.3333333333333333,0.8730622862693003
explored-9322,0.3970370370370371,45,explored,0.5,0.874249207496452
explored-9323,0.3474074074074074,24,explored,0.6666666666666666,0.9468366533891055
explored-9324,0.3874470899470899,76,explored,0.42857142857142855,0.8138575927586928
explored-9325,0.4013888888888889,64,explored,0.42857142857142855,0.838066002931109
explored-9326,0.4179012345679014,16,explored,0.5,0.9382522414501832
explored-9327,0.537962962962963,16,explored,0.5,0.9293489223870147
explored-9328,0.45259259259259255,26,explored,0.3333333333333333,0.8805330457970129
explored-9329,0.29016460905349795,74,explored,0.5,0.877629783823672
explored-9330,0.24037037037037035,52,explored,0.5714285714285714,0.9667517820020393
explored-9331,0.33351851851851855,23,explored,0.5,0.9578357732045666
explored-9332,0.506712962962963,35,explored,0.75,0.8299557815574194
explored-9333,0.337746913580247,22,explored,0.8,0.9583810901276673
explored-9334,0.4712962962962963,15,explored,0.6666666666666666,0.9363336781764862
explored-9335,0.28817129629629634,58,explored,0.5,0.9238291188617739
explored-9336,0.7777777777777778,23,explored,0.0,0.8856753087192434
explored-9337,0.3959689487467266,18,explored,0.75,0.9375995236048679
explored-9338,0.6617283950617285,18,explored,0.5,0.9156249807264638
explored-9339,0.31617394179894176,106,explored,0.8,0.7717955406335957
explored-9340,0.5300925925925928,28,explored,0.6666666666666666,0.8662696912510074
explored-9341,0.30166245791245794,89,explored,0.4,0.8284347206502998
explored-9342,0.2847222222222223,36,explored,0.2,0.962328133836987
explored-9343,0.4498875661375662,48,explored,0.6666666666666666,0.8339144642513766
explored-9344,0.49883156966490305,55,explored,0.2,0.7892288088733423
explored-9345,0.42134195125861784,116,explored,0.0,0.6807382254434444
explored-9346,0.42722222222222206,16,explored,0.5,0.9345737926871112
explored-9347,0.2680555555555556,43,explored,0.5,0.9641445505157624
explored-9348,0.4415824915824915,14,explored,0.5,0.9435212904854378
explored-9349,0.4349074074074073,17,explored,0.5,0.9283329191911899
explored-9350,0.2931172839506173,30,explored,0.6,0.9654213743912736
explored-9351,0.41728968253968257,78,explored,0.42857142857142855,0.7903825120172855
explored-9352,0.2314814814814815,46,explored,0.3333333333333333,0.9763357166538238
explored-9353,0.38129629629629624,27,explored,0.25,0.9181449991617686
explored-9354,0.4219841937897494,83,explored,0.5714285714285714,0.7734691340949738
explored-9355,0.26195286195286216,76,explored,0.3333333333333333,0.8888437637567618
explored-9356,0.34037037037037043,25,explored,0.5,0.9471901189800747
explored-9357,0.3408333333333333,36,explored,0.4,0.9226516342165034
explored-9358,0.3949074074074074,53,explored,0.0,0.8601424531862356
explored-9359,0.58,16,explored,0.3333333333333333,0.9282698354157133
explored-9360,0.4613425925925927,35,explored,0.5,0.8491335011063068
explored-9361,0.337037037037037,22,explored,1.0,0.9588125949738475
explored-9362,0.4515946502057614,89,explored,0.0,0.7388461248438317
explored-9363,0.4022927689594358,12,explored,1.0,0.9619812708641521
explored-9364,0.3564814814814816,41,explored,0.4,0.9077576943138048
explored-9365,0.43259259259259253,16,explored,0.5,0.9337622137036488
explored-9366,0.2314814814814815,37,explored,0.4,0.9984939385981988
explored-9367,0.41802880658436214,91,explored,0.0,0.753259322906678
explored-9368,0.6984126984126984,24,explored,0.0,0.8828772675957179
explored-9369,0.33079365079365086,33,explored,0.4,0.9353108517267762
explored-9370,0.3959689487467266,17,explored,1.0,0.9420627496713694
explored-9371,0.25888888888888895,55,explored,0.42857142857142855,0.9494570905839722
explored-9372,0.5555246913580247,28,explored,0.0,0.8656168478710636
explored-9373,0.3534876543209877,84,explored,0.375,0.8115760016505854
explored-9374,0.37703703703703706,51,explored,0.3333333333333333,0.8762979253557897
explored-9375,0.31531746031746044,28,explored,0.8,0.9587597773867778
explored-9376,0.5264550264550265,11,explored,0.5,0.9560114754377858
explored-9377,0.32759259259259266,88,explored,0.375,0.8157624147667842
explored-9378,0.33765432098765424,22,explored,0.5,0.9584374631039084
explored-9379,0.3467592592592592,25,explored,0.5,0.9438760028630376
explored-9380,0.47612433862433867,60,explored,0.2,0.7948682642867695
explored-9381,0.3755144032921811,16,explored,0.75,0.9542734101090353
explored-9382,0.3505026455026454,36,explored,0.6,0.9158247217161917
explored-9383,0.5455761316872428,23,explored,0.3333333333333333,0.8922394204146236
explored-9384,0.35956790123456783,29,explored,0.5,0.9274873109564643
explored-9385,0.6135185185185185,19,explored,0.0,0.9115890925341257
explored-9386,0.37745017636684297,55,explored,0.6666666666666666,0.8685385884758384
explored-9387,0.41451712896157344,79,explored,0.375,0.7892175407954797
explored-9388,0.4027777777777778,45,explored,0.2,0.8703587711352755
explored-9389,0.2968518518518519,37,explored,0.2,0.9534606115573702
explored-9390,0.20925925925925937,62,explored,0.5,0.9598328730964147
explored-9391,0.4462962962962962,12,explored,1.0,0.9536255427293207
explored-9392,0.35064814814814826,46,explored,0.5,0.9040690954338955
explored-9393,0.3033670033670035,49,explored,0.3333333333333333,0.9256838304906448
explored-9394,0.2214814814814815,63,explored,0.42857142857142855,0.9497080709910253
explored-9395,0.2608641975308641,49,explored,0.42857142857142855,0.9540427093055629
explored-9396,0.5740740740740741,15,explored,0.5,0.9336953843936265
explored-9397,0.32811447811447825,59,explored,0.42857142857142855,0.8961555107821002
explored-9398,0.28740740740740733,43,explored,0.6666666666666666,0.9515062086145901
explored-9399,0.5071717171717172,63,explored,0.0,0.769612503431968
explored-9400,0.33960905349794246,42,explored,0.5,0.9176861201881507
explored-9401,0.6181584362139918,60,explored,0.6,0.7010351013967446
explored-9402,0.4080761316872429,29,explored,0.3333333333333333,0.8965722510345993
explored-9403,0.33846560846560836,40,explored,0.8333333333333334,0.9214596918401188
explored-9404,0.7296296296296296,15,explored,0.5,0.92935033201293
explored-9405,0.23518518518518516,92,explored,0.3,0.8596916798880482
explored-9406,0.4077777777777778,47,explored,0.5,0.8639582172707434
explored-9407,0.2706481481481482,60,explored,0.16666666666666666,0.9287945779256701
explored-9408,0.31265432098765444,89,explored,0.3333333333333333,0.8218667734960244
explored-9409,0.41533950617283955,33,explored,0.5,0.8832900545885618
explored-9410,0.4177777777777778,37,explored,0.25,0.872617544112995
explored-9411,0.2818518518518518,37,explored,0.5,0.9639815153330408
explored-9412,0.6617283950617285,15,explored,0.5,0.9314452853147437
explored-9413,0.39120490620490633,39,explored,1.0,0.8859413240822133
explored-9414,0.3875925925925927,89,explored,0.25,0.7770891179404139
explored-9415,0.32592592592592595,33,explored,0.4,0.9378791612022037
explored-9416,0.27314814814814836,50,explored,0.3333333333333333,0.9448588894985401
explored-9417,0.36018518518518516,31,explored,0.25,0.923349021372788
explored-9418,0.3834595959595961,72,explored,0.3333333333333333,0.8275268205886623
explored-9419,0.7206349206349206,12,explored,1.0,0.9454460346266171
explored-9420,0.36696428571428563,123,explored,0.0,0.6934787598406866
explored-9421,0.5747222222222221,33,explored,0.3333333333333333,0.8387568638168156
explored-9422,0.6296296296296297,11,explored,0.5,0.9533629897627367
explored-9423,0.4657407407407407,38,explored,0.25,0.8400928469840011
explored-9424,0.3240824915824916,82,explored,0.5,0.8347897337242509
explored-9425,0.40648148148148155,28,explored,0.5,0.900399025614373
explored-9426,0.30820512820512824,63,explored,0.375,0.8978883399170144
explored-9427,0.4142546496713164,116,explored,0.0,0.6849730795873745
explored-9428,0.31518518518518523,53,explored,0.42857142857142855,0.9136400863994143
explored-9429,0.5149382716049383,44,explored,1.0,0.7951611916048359
explored-9430,0.5559259259259259,18,explored,0.0,0.9183409389492247
explored-9431,0.5383333333333332,26,explored,0.3333333333333333,0.8766050216405213
explored-9432,0.6077777777777778,23,explored,0.3333333333333333,0.8906427107726722
explored-9433,0.3185185185185184,48,explored,0.5,0.9200720763837047
explored-9434,0.4429629629629629,15,explored,1.0,0.938167400345983
explored-9435,0.4332210998877668,22,explored,0.6666666666666666,0.9056936402529993
explored-9436,0.2921626984126985,69,explored,0.375,0.8905441762272841
explored-9437,0.5757575757575758,11,explored,1.0,0.954745892149918
explored-9438,0.5097993827160494,43,explored,0.0,0.8003586168620338
explored-9439,0.5821969696969698,25,explored,0.5,0.8807524945691366
explored-9440,0.4222222222222223,37,explored,0.25,0.8698810292284107
explored-9441,0.4833333333333334,13,explored,0.6666666666666666,0.9465715390157906
explored-9442,0.537962962962963,13,explored,0.5,0.9451692314473517
explored-9443,0.2378703703703704,44,explored,0.5,0.9764889942372851
explored-9444,0.4075970017636684,122,explored,0.0,0.6720212632266398
explored-9445,0.5182463524130192,44,explored,0.75,0.7928714806934729
explored-9446,0.3519929453262787,42,explored,0.8333333333333334,0.9092935749466236
explored-9447,0.34444444444444444,45,explored,0.6666666666666666,0.9098874092869376
explored-9448,0.4454166666666667,58,explored,0.42857142857142855,0.8183713201499031
explored-9449,0.39682539682539686,49,explored,0.0,0.8679517877160517
explored-9450,0.33765432098765413,19,explored,0.75,0.9643165800834264
explored-9451,0.29120370370370385,70,explored,0.375,0.8882955410052646
explored-9452,0.24157407407407416,94,explored,0.3,0.8502308854463696
explored-9453,0.22724867724867726,87,explored,0.375,0.8785422502349178
explored-9454,0.6190476190476191,18,explored,0.5,0.9167206007342015
explored-9455,0.4338918283362727,23,explored,0.6666666666666666,0.9009773609345149
explored-9456,0.396488683127572,45,explored,0.6666666666666666,0.8746206667665323
explored-9457,0.5481481481481483,33,explored,0.5,0.8394390272142698
explored-9458,0.548015873015873,16,explored,0.5,0.929090851709104
explored-9459,0.41680555555555565,55,explored,0.6666666666666666,0.8414626025123509
explored-9460,0.38509259259259254,31,explored,0.75,0.907022892979675
explored-9461,0.5345679012345681,16,explored,0.5,0.9294360711215702
explored-9462,0.41683807080632485,113,explored,0.3,0.6918943853006488
explored-9463,0.4086115787504676,61,explored,1.0,0.8392783177288757
explored-9464,0.5521885521885522,17,explored,0.5,0.9237103121359024
explored-9465,0.41759259259259274,44,explored,0.4,0.8618247045367612
explored-9466,0.33082304526748985,49,explored,0.2,0.9098970661194565
explored-9467,0.329484126984127,31,explored,0.4,0.9424200932228417
explored-9468,0.3187500000000001,70,explored,0.625,0.8718359115378176
explored-9469,0.30793209876543215,58,explored,0.375,0.9113358344457402
explored-9470,0.23425925925925928,48,explored,0.3333333333333333,0.9732954476873636
explored-9471,0.2573148148148149,69,explored,0.14285714285714285,0.9113667698301267
explored-9472,0.5104938271604939,16,explored,0.3333333333333333,0.930054057508159
explored-9473,0.46031746031746035,34,explored,0.4,0.8515835724812653
explored-9474,0.6777777777777778,9,explored,0.0,0.9625971937685794
explored-9475,0.22259259259259256,40,explored,0.5,0.9998728319221954
explored-9476,0.33569958847736636,45,explored,0.3333333333333333,0.9157777194575302
explored-9477,0.3120370370370371,36,explored,0.2,0.9430136744701323
explored-9478,0.46419753086419746,31,explored,0.25,0.8571665720993888
explored-9479,0.40341005291005294,95,explored,0.375,0.7507077974475782
explored-9480,0.3621362433862434,56,explored,0.8,0.8781584561826169
explored-9481,0.6382716049382717,14,explored,0.5,0.9373208588239762
explored-9482,0.29901234567901236,55,explored,0.2857142857142857,0.9227370249783424
explored-9483,0.26949074074074075,60,explored,0.5,0.9294862430834944
explored-9484,0.38814814814814813,35,explored,0.4,0.896035803169364
explored-9485,0.5264550264550265,15,explored,0.5,0.9349177714454547
explored-9486,0.4569444444444444,44,explored,0.4,0.8350763983127683
explored-9487,0.318888888888889,52,explored,0.4,0.9116001120304572
explored-9488,0.4534156378600823,22,explored,0.3333333333333333,0.9006266928851905
explored-9489,0.39098611111111115,93,explored,0.375,0.7637747587005644
explored-9490,0.31759259259259265,30,explored,0.25,0.9523445929606567
explored-9491,0.3663425925925926,69,explored,0.7142857142857143,0.8462196816099092
