name,comm_cost,complexity,type,naturalness,optimality
explored-126,0.3145061728395062,52,explored,0.42857142857142855,0.9146845759385421
explored-127,0.500977366255144,36,explored,0.25,0.8248295760067034
explored-128,0.4765432098765433,38,explored,0.8,0.833160364618067
explored-129,0.4537037037037037,29,explored,0.3333333333333333,0.8686225769334787
explored-130,0.5822222222222222,17,explored,0.5,0.9229393450782567
explored-131,0.3423713991769548,74,explored,0.5,0.8464348658128904
explored-132,0.3652777777777777,40,explored,0.6,0.9030595733260225
explored-133,0.5214285714285714,35,explored,0.0,0.829578041592649
explored-134,0.4429629629629629,14,explored,0.5,0.9434098320137996
explored-135,0.3879164662497996,39,explored,0.5,0.8882438733149427
explored-136,0.36157407407407405,23,explored,0.5,0.9410519611042952
explored-137,0.6177777777777778,28,explored,0.3333333333333333,0.8640188154218513
explored-138,0.38703703703703707,40,explored,0.4,0.8879899421424741
explored-139,0.4719444444444445,43,explored,0.2,0.8259943650286399
explored-140,0.3336700336700338,69,explored,0.42857142857142855,0.865742454706972
explored-141,0.32953703703703696,45,explored,0.2,0.9199021009033168
explored-142,0.4040013227513227,46,explored,0.25,0.8680234527215476
explored-143,0.3357407407407407,35,explored,0.6,0.9263918544242411
explored-144,0.34805555555555556,62,explored,0.5,0.8765404217794105
explored-145,0.36023729357062706,97,explored,0.125,0.7708614036133727
explored-146,0.4415824915824915,18,explored,1.0,0.9225516415896978
explored-147,0.3920370370370371,40,explored,0.6,0.8845153395461448
explored-148,0.3197089947089946,51,explored,0.42857142857142855,0.9115672580210487
explored-149,0.3905783362727808,85,explored,0.625,0.7865916548817633
explored-150,0.5375661375661376,13,explored,1.0,0.9451794164687128
explored-151,0.3696376262626263,93,explored,1.0,0.7765310692606979
explored-152,0.38874859708193044,26,explored,0.5,0.9165946322613733
explored-153,0.3144444444444445,52,explored,0.16666666666666666,0.9147280120603638
explored-154,0.2783796296296297,49,explored,0.5714285714285714,0.9417227954993818
explored-155,0.5731481481481482,26,explored,0.5,0.8757113373138707
explored-156,0.46579365079365076,61,explored,0.3333333333333333,0.8006322288207576
explored-157,0.2148148148148149,53,explored,0.3333333333333333,0.9819081053013679
explored-158,0.6206172839506173,28,explored,0.0,0.8639459204752884
explored-159,0.25370370370370376,40,explored,0.5,0.9789150767481388
explored-160,0.3999074074074074,45,explored,0.5,0.8723040171160593
explored-161,0.42728074394741067,49,explored,0.25,0.8476673598795932
explored-162,0.440299823633157,19,explored,0.6666666666666666,0.9174127581013242
explored-163,0.39963347095291546,107,explored,0.0,0.7191045324901364
explored-164,0.4000278425278425,49,explored,0.8,0.8658371773979743
explored-165,0.3466666666666667,32,explored,0.5,0.9293329911717898
explored-166,0.762962962962963,10,explored,0.0,0.9546703245708291
explored-167,0.662962962962963,14,explored,0.5,0.9366870521485526
explored-168,0.555,34,explored,0.5,0.8339897008388704
explored-169,0.21925925925925926,54,explored,0.42857142857142855,0.9764307566777516
explored-170,0.3857407407407407,17,explored,0.3333333333333333,0.9459212033583209
explored-171,0.2693415637860084,69,explored,0.5,0.904180472448706
explored-172,0.43644078144078147,39,explored,0.75,0.8558974640870574
explored-173,0.585,29,explored,0.0,0.8595867823899797
explored-174,0.4093209876543209,32,explored,0.5,0.889114216485281
explored-175,0.3400427350427351,45,explored,0.5,0.9128573658047078
explored-176,0.364484126984127,51,explored,0.8,0.8840564112196574
explored-177,0.35418871252204576,54,explored,0.7142857142857143,0.8856008080169414
explored-178,0.35352693602693597,19,explored,0.75,0.9548173307301493
explored-179,0.37291666666666656,27,explored,0.25,0.9228918726258957
explored-180,0.282912457912458,72,explored,0.375,0.887606513768162
explored-181,0.325138888888889,24,explored,0.5,0.9584021649659016
explored-182,0.3672619047619048,47,explored,0.6,0.8912311374485076
explored-183,0.38265787504676396,80,explored,0.2857142857142857,0.805432621730438
explored-184,0.3450000000000002,54,explored,0.42857142857142855,0.8920286153186597
explored-185,0.6533950617283951,12,explored,0.5,0.9474795325950832
explored-186,0.29185185185185203,25,explored,0.6,0.9785042560457177
explored-187,0.3567340067340068,38,explored,0.6666666666666666,0.9107916342634249
explored-188,0.42114197530864206,18,explored,0.6666666666666666,0.9281032616350188
explored-189,0.5242592592592592,36,explored,0.6666666666666666,0.8242319342470515
explored-190,0.38150553150553157,39,explored,1.0,0.8927299585174184
explored-191,0.5152777777777777,53,explored,0.4,0.7819633220794694
explored-192,0.25907407407407423,56,explored,0.42857142857142855,0.9469379733984499
explored-193,0.2926984126984127,48,explored,0.4,0.9348551208714425
explored-194,0.3564814814814815,44,explored,0.3333333333333333,0.9032394628838328
explored-195,0.3008417508417508,50,explored,0.3333333333333333,0.9253813680970142
explored-196,0.4995370370370371,57,explored,0.2,0.7845833755684215
explored-197,0.3789375901875902,80,explored,0.5714285714285714,0.8076556210160634
explored-198,0.3191512345679013,79,explored,0.2222222222222222,0.8462012361851677
explored-199,0.40156788787344333,101,explored,0.9,0.7348785958197555
explored-200,0.3218364197530864,96,explored,0.3,0.7966286299680877
explored-201,0.5294444444444445,23,explored,0.0,0.8926535282218999
explored-202,0.3597222222222223,63,explored,0.5,0.8667772909276679
explored-203,0.3035185185185185,32,explored,0.5,0.9534668514451705
explored-204,0.3699588477366256,35,explored,0.4,0.9068900084257894
explored-205,0.3365740740740739,21,explored,0.5,0.9615555135922306
explored-206,0.42893518518518525,53,explored,0.0,0.8387523606993736
explored-207,0.5483796296296297,15,explored,0.5,0.9343549297989109
explored-208,0.2969753086419754,62,explored,0.5,0.9074200580309499
explored-209,0.556439393939394,24,explored,0.0,0.8866871151812877
explored-210,0.4384259259259258,32,explored,0.5,0.8699207936739924
explored-211,0.5750000000000001,11,explored,0.0,0.9547653673941537
explored-212,0.4361111111111111,19,explored,0.6666666666666666,0.9179798283579214
explored-213,0.5234567901234569,19,explored,0.6666666666666666,0.913900971568738
explored-214,0.31212962962962965,44,explored,0.5,0.933257609271962
explored-215,0.4383112473945807,94,explored,0.375,0.7326750540588152
explored-216,0.43999999999999995,68,explored,0.3333333333333333,0.8042538935342997
explored-217,0.2753703703703705,27,explored,0.5,0.9855829951059308
explored-218,0.33759259259259256,37,explored,0.4,0.9247637738631811
explored-219,0.46064814814814814,59,explored,0.3333333333333333,0.8067238792601918
explored-220,0.5825925925925926,15,explored,0.5,0.933476707331457
explored-221,0.36790123456790136,19,explored,0.75,0.9463007616194514
explored-222,0.725,15,explored,0.5,0.9294946425998359
explored-223,0.42775466684990493,95,explored,0.0,0.7361612406323176
explored-224,0.8152777777777778,30,explored,1.0,0.8476039821308917
explored-225,0.5981481481481482,18,explored,0.0,0.917257095937543
explored-226,0.36437453236064354,91,explored,0.125,0.785319231373242
explored-227,0.3689814814814816,17,explored,0.75,0.9533233595337471
explored-228,0.38985600048100055,104,explored,0.8,0.7334118115510301
explored-229,0.3925205761316872,34,explored,1.0,0.8958692849321886
explored-230,0.537962962962963,15,explored,0.5,0.9346223252940951
explored-231,0.3767848458126237,82,explored,0.0,0.8032986065021005
explored-232,0.38195165945165943,70,explored,0.0,0.8340712066407455
explored-233,0.637010582010582,48,explored,1.0,0.7580563572542274
explored-234,0.6533950617283951,12,explored,1.0,0.9474795325950832
explored-235,0.5619047619047619,16,explored,0.6666666666666666,0.9287343246844074
explored-236,0.41527777777777786,62,explored,0.16666666666666666,0.8330614597683433
explored-237,0.22259259259259256,47,explored,0.7142857142857143,0.9820342731212486
explored-238,0.5199074074074075,16,explored,1.0,0.9298124110945519
explored-239,0.40738168724279833,35,explored,0.6666666666666666,0.8841107059832365
explored-240,0.3426851851851851,32,explored,0.5,0.9317176979496914
explored-241,0.44759259259259254,16,explored,0.5,0.932551276003461
explored-242,0.506984126984127,28,explored,0.75,0.8668628919428192
explored-243,0.39488536155202825,18,explored,0.6666666666666666,0.9380082865781929
explored-244,0.625,25,explored,0.3333333333333333,0.8796537252073081
explored-245,0.33379629629629637,47,explored,0.5,0.9131039099958612
explored-246,0.42108024691358037,61,explored,0.6666666666666666,0.8309227280036711
explored-247,0.33691358024691365,66,explored,0.42857142857142855,0.8722693109799373
explored-248,0.3670574795574797,66,explored,1.0,0.8542575007262001
explored-249,0.662962962962963,13,explored,1.0,0.9419604802452989
explored-250,0.4522222222222222,45,explored,0.25,0.8368503143403166
explored-251,0.2958333333333334,66,explored,0.42857142857142855,0.8968158210556934
explored-252,0.4277932098765431,40,explored,0.25,0.8595789571245654
explored-253,0.39994341563786007,17,explored,0.75,0.9405634198774836
explored-254,0.42055555555555557,43,explored,0.4,0.8612937024589838
explored-255,0.5621212121212122,27,explored,0.0,0.8707209650430037
explored-256,0.4510185185185185,17,explored,0.5,0.9270322830578612
explored-257,0.26388888888888895,64,explored,0.375,0.9215467686447882
explored-258,0.33698412698412694,46,explored,0.5,0.9131262581348228
explored-259,0.27222222222222237,85,explored,0.375,0.8573126510425675
explored-260,0.5180658436213993,23,explored,0.6666666666666666,0.892945608022604
explored-261,0.2606481481481482,43,explored,0.5,0.968748278050916
explored-262,0.2901851851851851,29,explored,0.6,0.9707161622562354
explored-263,0.22203703703703703,76,explored,0.375,0.9126945595750307
explored-264,0.41211413072524195,105,explored,0.2222222222222222,0.7172903174948548
explored-265,0.23675925925925922,58,explored,0.42857142857142855,0.9546874975239469
explored-266,0.26296296296296306,51,explored,0.16666666666666666,0.9514788428207267
explored-267,0.39135802469135805,19,explored,0.75,0.9349763681953577
explored-268,0.5194444444444445,57,explored,0.2,0.7717135867298149
explored-269,0.2917592592592593,26,explored,0.8,0.9779340243282775
explored-270,0.23259259259259257,44,explored,0.5,0.978606113650571
explored-271,0.2998853615520283,54,explored,0.42857142857142855,0.9234171977292603
explored-272,0.36955667789001123,41,explored,0.2,0.8988615649954553
explored-273,0.41814814814814816,28,explored,0.5,0.8933149941614145
explored-274,0.433752204585538,36,explored,0.25,0.8650524845779082
explored-275,0.37281378600823056,62,explored,0.0,0.8608350359679094
explored-276,0.330026455026455,73,explored,0.5,0.8566329417688422
explored-277,0.7333333333333334,14,explored,0.0,0.934506666901069
explored-278,0.2523148148148149,61,explored,0.5714285714285714,0.936927547192912
explored-279,0.40688880490467794,96,explored,0.8,0.7458074786329765
explored-280,0.3435405643738977,54,explored,0.16666666666666666,0.8930487646444997
explored-281,0.45277777777777783,37,explored,0.25,0.850634066387299
explored-282,0.39363095238095236,59,explored,0.0,0.8525986660048305
explored-283,0.4641666666666666,35,explored,0.6,0.8472610291852616
explored-284,0.2284722222222224,94,explored,0.3333333333333333,0.858059595064186
explored-285,0.6148148148148148,26,explored,0.3333333333333333,0.8746417540916744
explored-286,0.390991061407728,114,explored,0.0,0.7045170116519982
explored-287,0.4333726150392818,33,explored,0.5,0.8713187162802101
explored-288,0.3365656565656565,44,explored,0.3333333333333333,0.9167364725082945
explored-289,0.5207407407407407,16,explored,0.5,0.9297910156117382
explored-290,0.3829096520763188,85,explored,0.25,0.7911739076316516
explored-291,0.3543750000000001,82,explored,0.375,0.8166891037395118
explored-292,0.39614197530864215,13,explored,0.6666666666666666,0.9598503742757913
explored-293,0.37817340067340066,48,explored,0.7142857142857143,0.8821561329209915
explored-294,0.43828189300411524,60,explored,0.5714285714285714,0.8207889184282601
explored-295,0.41383111538667117,72,explored,0.5714285714285714,0.8093790498659209
explored-296,0.30761503928170597,73,explored,0.375,0.8700243774247786
explored-297,0.48351851851851846,15,explored,0.6666666666666666,0.9360199359005187
explored-298,0.3708068783068782,45,explored,0.6,0.8920254048989525
explored-299,0.4268424990647214,26,explored,0.3333333333333333,0.8925018971865128
explored-300,0.3431481481481482,52,explored,0.8,0.8945394289215848
explored-301,0.3742165242165242,43,explored,0.6666666666666666,0.8927266704462107
explored-302,0.474537037037037,37,explored,0.4,0.8365680089846459
explored-303,0.31333333333333335,55,explored,0.6666666666666666,0.9129492701421165
explored-304,0.5113168724279836,17,explored,0.6666666666666666,0.9247594845433639
explored-305,0.5353086419753088,15,explored,0.5,0.9346904903214565
explored-306,0.32566217732884417,56,explored,0.5714285714285714,0.9031678683095062
explored-307,0.4170476992143659,72,explored,0.875,0.80745701753422
explored-308,0.5190586419753087,24,explored,0.6666666666666666,0.8876466952086354
explored-309,0.1703703703703705,68,explored,0.5,0.9661399542152641
explored-310,0.32185185185185183,44,explored,0.5,0.9267074249505558
explored-311,0.23981481481481493,100,explored,0.3333333333333333,0.834352140852979
explored-312,0.4266975308641975,32,explored,0.6,0.877459900771813
explored-313,0.4023878487767376,79,explored,0.375,0.7964650904553024
explored-314,0.37601851851851853,27,explored,0.5,0.9211533340001697
explored-315,0.32574074074074066,35,explored,0.4,0.9334626797928167
explored-316,0.5064814814814815,20,explored,0.3333333333333333,0.9090632815595941
explored-317,0.4429629629629629,24,explored,0.5,0.8930921708406728
explored-318,0.3839814814814815,38,explored,0.4,0.8916343279652271
explored-319,0.5004732510288067,34,explored,0.25,0.835389394131451
explored-320,0.5341189674523008,12,explored,1.0,0.9505413249897678
explored-321,0.5011728395061729,13,explored,1.0,0.9461136003277506
explored-322,0.48611111111111116,39,explored,0.0,0.824811964686671
explored-323,0.4051440329218108,21,explored,0.75,0.9207486163240353
explored-324,0.4097222222222223,59,explored,0.2,0.8416600880980283
explored-325,0.21759259259259256,59,explored,0.42857142857142855,0.9633183154522942
explored-326,0.4008333333333334,47,explored,0.3333333333333333,0.8686645193307135
explored-327,0.43160493827160495,10,explored,1.0,0.9652963726557415
explored-328,0.390096423417852,83,explored,1.0,0.7925229269571343
explored-329,0.25495370370370374,101,explored,0.4,0.8224845968666685
explored-330,0.3226748971193416,45,explored,0.3333333333333333,0.924463872386272
explored-331,0.24249999999999994,68,explored,0.625,0.9230405842676063
explored-332,0.5511111111111111,27,explored,0.0,0.8710035947250542
explored-333,0.5040614478114479,36,explored,0.75,0.8247504164630124
explored-334,0.3064814814814816,43,explored,0.6666666666666666,0.9386304692793682
explored-335,0.4013760288065844,31,explored,0.6,0.8961221556316152
explored-336,0.7401234567901235,30,explored,1.0,0.8499464637809847
explored-337,0.3585255331088665,66,explored,0.14285714285714285,0.8593555853151446
explored-338,0.407317620650954,77,explored,0.875,0.7991627345825396
explored-339,0.30960758377425046,53,explored,0.2857142857142857,0.9175507229249246
explored-340,0.21944444444444455,74,explored,0.42857142857142855,0.9198870095113625
explored-341,0.39063051146384475,49,explored,0.3333333333333333,0.8720277836373442
explored-342,0.5397306397306398,41,explored,0.25,0.7974676002712017
explored-343,0.28407407407407403,46,explored,0.42857142857142855,0.946176303361986
explored-344,0.40325291272513497,92,explored,0.9,0.7592666679732379
explored-345,0.37474279835390956,28,explored,0.5,0.9185526956468575
explored-346,0.35271604938271606,32,explored,0.75,0.9256520475941399
explored-347,0.3024537037037037,66,explored,0.2857142857142857,0.8928600318789515
explored-348,0.4448148148148149,32,explored,0.75,0.866178904917506
explored-349,0.2925,46,explored,0.6,0.9412618641579746
explored-350,0.3422867564534232,78,explored,0.4444444444444444,0.8351987760196521
explored-351,0.662962962962963,10,explored,0.5,0.9577807815735631
explored-352,0.3089197530864196,31,explored,0.5,0.9538712640743375
explored-353,0.4059850823045268,96,explored,0.8888888888888888,0.7463475036928477
explored-354,0.7416666666666667,26,explored,0.5,0.8709855017428253
explored-355,0.5577777777777778,43,explored,0.25,0.7864574450925589
explored-356,0.5375661375661376,16,explored,0.5,0.9293591080629543
explored-357,0.44731481481481483,14,explored,0.5,0.9430585221555451
explored-358,0.41785751028806595,81,explored,0.6666666666666666,0.781578258920717
explored-359,0.4296810699588478,30,explored,0.3333333333333333,0.8808941072385865
explored-360,0.2777777777777777,32,explored,0.2,0.9685934844385641
explored-361,0.4125617283950618,50,explored,0.2,0.8556674431190685
explored-362,0.305761316872428,67,explored,0.5,0.8880619731229423
explored-363,0.2873148148148148,45,explored,0.5,0.9471436642190812
explored-364,0.3918518518518519,19,explored,0.6666666666666666,0.9347472270001608
explored-365,0.3907407407407407,28,explored,0.25,0.9096428407150896
explored-366,0.45259259259259266,18,explored,0.5,0.9216627951907388
explored-367,0.4354924242424243,40,explored,0.5,0.8541938778203244
explored-368,0.5141975308641976,13,explored,0.0,0.9457792611429098
explored-369,0.32246913580246916,33,explored,0.6,0.9396501741045424
explored-370,0.6555555555555556,14,explored,1.0,0.9368772006797376
explored-371,0.4389110477999367,47,explored,0.5,0.8428592014766272
explored-372,0.6955555555555556,29,explored,0.3333333333333333,0.8566073760754114
explored-373,0.4459979423868312,40,explored,0.25,0.8473863108232245
explored-374,0.5814814814814815,27,explored,0.3333333333333333,0.8702239708798006
explored-375,0.31012345679012354,32,explored,0.6,0.9495270132003444
explored-376,0.287037037037037,32,explored,0.2,0.9634311885765855
explored-377,0.44841269841269815,20,explored,0.5,0.9115154149231104
explored-378,0.2666666666666667,59,explored,0.3333333333333333,0.9339953304446659
explored-379,0.4078703703703703,47,explored,0.5,0.8638954856977747
explored-380,0.23203703703703704,61,explored,0.42857142857142855,0.9490440536244921
explored-381,0.3783974934530492,69,explored,1.0,0.8390165738424419
explored-382,0.647530864197531,16,explored,0.5,0.9265363163119728
explored-383,0.37782086740420073,88,explored,0.375,0.7857496411736189
explored-384,0.5325102880658437,27,explored,0.3333333333333333,0.8714810782036149
explored-385,0.3999691358024692,29,explored,0.6,0.9012626581251767
explored-386,0.7537037037037037,24,explored,0.0,0.8811538997440553
explored-387,0.3262037037037038,46,explored,0.2,0.920171893898753
explored-388,0.4396296296296295,25,explored,0.3333333333333333,0.8898863936833037
explored-389,0.43104395604395584,33,explored,0.6666666666666666,0.872873133068513
explored-390,0.3784722222222221,25,explored,0.5,0.925527981416198
explored-391,0.42019841269841274,24,explored,0.5,0.9016850031015105
explored-392,0.33611111111111125,55,explored,1.0,0.8972648680216129
explored-393,0.2573148148148148,38,explored,0.4,0.9794803036697429
explored-394,0.41287037037037044,28,explored,0.5,0.8965410701627584
explored-395,0.4898148148148148,25,explored,0.0,0.8831239315551431
explored-396,0.4833333333333333,15,explored,0.5,0.936024696065745
explored-397,0.5285185185185186,39,explored,0.5,0.8083022909736111
explored-398,0.5166666666666666,12,explored,0.6666666666666666,0.9509893409274468
explored-399,0.34936026936026954,49,explored,0.3333333333333333,0.898532357708302
explored-400,0.4646801346801346,17,explored,0.5,0.9259566555689203
explored-401,0.41907407407407415,57,explored,0.3333333333333333,0.8376797445914684
explored-402,0.36990796857463526,86,explored,0.3333333333333333,0.7961211300601683
explored-403,0.6125925925925926,27,explored,0.3333333333333333,0.8694253651233768
explored-404,0.54320987654321,15,explored,0.5,0.9344876606372975
explored-405,0.22518518518518515,64,explored,0.5714285714285714,0.9446733784047332
explored-406,0.42114197530864206,17,explored,0.6666666666666666,0.9325664891442619
explored-407,0.3865509259259259,59,explored,0.6666666666666666,0.8573897524783443
explored-408,0.3925479998396665,93,explored,1.0,0.7628414712605468
explored-409,0.4317592592592592,16,explored,0.5,0.933829488424091
explored-410,0.4233071932476694,100,explored,0.0,0.7247104167230879
explored-411,0.48949074074074084,35,explored,0.4,0.83104707652593
explored-412,0.26068783068783064,40,explored,0.5,0.9741826117490222
explored-413,0.6296296296296297,15,explored,0.5,0.9322692790203168
explored-414,0.4048529894561641,94,explored,0.3333333333333333,0.7526672672444118
explored-415,0.3890781625781625,81,explored,0.14285714285714285,0.7987747018336593
explored-416,0.3798544973544974,61,explored,1.0,0.8583359438326441
