name,comm_cost,complexity,type,commutative
explored-266,0.39739074937486785,43,explored,False
explored-267,0.22916666666666663,17,explored,False
explored-268,0.4808246355154163,29,explored,False
explored-269,0.38857808095183555,24,explored,False
explored-270,0.34737241081634673,29,explored,False
explored-271,0.4799011769523167,38,explored,False
explored-272,0.520541958041958,12,explored,False
explored-273,0.44661654135338336,23,explored,False
explored-274,0.336035994092559,28,explored,False
explored-275,0.3388082194117794,40,explored,False
explored-276,0.3638439652590596,33,explored,False
explored-277,0.45019841269841265,15,explored,False
explored-278,0.43576555023923436,12,explored,False
explored-279,0.31108597285067874,27,explored,False
explored-280,0.5163244583349818,24,explored,False
explored-281,0.43342390931275165,27,explored,False
explored-282,0.4967100836391882,38,explored,False
explored-283,0.4206852059793236,47,explored,False
explored-284,0.42929052275685864,43,explored,False
explored-285,0.45074549259192764,45,explored,False
explored-286,0.4441123392736296,30,explored,False
explored-287,0.4955357142857143,15,explored,False
explored-288,0.4701134380453752,32,explored,False
explored-289,0.4361565535305032,23,explored,False
explored-290,0.4273422852133255,36,explored,False
explored-291,0.5231967787114846,20,explored,False
explored-292,0.4768016424733065,35,explored,False
explored-293,0.5587581308449894,24,explored,False
explored-294,0.3991384623832348,30,explored,False
explored-295,0.3587463168661821,32,explored,False
explored-296,0.4911499082391577,18,explored,False
explored-297,0.43350835891516837,38,explored,False
explored-298,0.3683970541256003,37,explored,False
explored-299,0.42929052275685875,49,explored,False
explored-300,0.4734448713964361,37,explored,False
explored-301,0.39923854742651155,52,explored,False
explored-302,0.4159359702167922,19,explored,False
explored-303,0.5284244619956024,28,explored,False
explored-304,0.5333849867225227,22,explored,False
explored-305,0.36336048649083275,34,explored,False
explored-306,0.4180908335660227,27,explored,False
explored-307,0.36746426323137626,23,explored,False
explored-308,0.26578638134702204,24,explored,False
explored-309,0.484046281688991,25,explored,False
explored-310,0.3683970541256003,32,explored,False
explored-311,0.3666620499580141,40,explored,False
explored-312,0.5812737893936547,29,explored,False
explored-313,0.39212374468129485,44,explored,False
explored-314,0.40520935003693626,27,explored,False
explored-315,0.4641815742795097,31,explored,False
explored-316,0.2958509142053445,38,explored,False
explored-317,0.47709401583404,47,explored,False
explored-318,0.5126833814333814,29,explored,False
explored-319,0.45823209819927857,32,explored,False
explored-320,0.4855758764575515,41,explored,False
explored-321,0.533581155417602,39,explored,False
explored-322,0.4422832892518396,36,explored,False
explored-323,0.47894113326074905,35,explored,False
explored-324,0.3360113431963223,20,explored,False
explored-325,0.3364399187768752,25,explored,False
explored-326,0.5571222592564051,28,explored,False
explored-327,0.3518655695636761,40,explored,False
explored-328,0.5224424373809586,34,explored,False
explored-329,0.3916666666666666,9,explored,False
explored-330,0.5297948896513973,29,explored,False
explored-331,0.5163244583349818,25,explored,False
explored-332,0.36372304977023906,35,explored,False
explored-333,0.43329417293233086,30,explored,False
explored-334,0.30765803949418147,33,explored,False
explored-335,0.4706852059793236,45,explored,False
explored-336,0.4785295230827167,46,explored,False
explored-337,0.4565882781130268,40,explored,False
explored-338,0.35871534655945225,38,explored,False
explored-339,0.39483393119304955,26,explored,False
explored-340,0.4946843434343434,42,explored,False
explored-341,0.4019834173065855,24,explored,False
explored-342,0.553437775276802,28,explored,False
explored-343,0.41309462783826234,40,explored,False
explored-344,0.4808246355154163,22,explored,False
explored-345,0.4778723700509371,45,explored,False
explored-346,0.4747759015712716,46,explored,False
explored-347,0.3949586710709452,42,explored,False
explored-348,0.4243904354003747,37,explored,False
explored-349,0.467362072350028,41,explored,False
explored-350,0.4503989823682918,21,explored,False
explored-351,0.33993778696193266,32,explored,False
explored-352,0.4300731945062778,20,explored,False
explored-353,0.4126154053507648,40,explored,False
explored-354,0.4276980677087736,31,explored,False
explored-355,0.5882416039054812,26,explored,False
explored-356,0.3967064687507844,34,explored,False
explored-357,0.5142243937530739,40,explored,False
explored-358,0.4110920837348282,47,explored,False
explored-359,0.45400432900432897,16,explored,False
explored-360,0.44351743887347594,24,explored,False
explored-361,0.3182229429274773,24,explored,False
explored-362,0.4268147447937082,27,explored,False
explored-363,0.43941274979715217,40,explored,False
explored-364,0.46440837795297063,26,explored,False
explored-365,0.44978391655652594,29,explored,False
explored-366,0.4852900418964048,36,explored,False
explored-367,0.4810490551657254,44,explored,False
explored-368,0.4836849176515521,45,explored,False
explored-369,0.35472027972027975,22,explored,False
explored-370,0.5587581308449894,32,explored,False
explored-371,0.28460022640560134,25,explored,False
explored-372,0.39483393119304955,27,explored,False
explored-373,0.1428571428571428,23,explored,False
explored-374,0.40776996044002944,27,explored,False
explored-375,0.4308926367749897,18,explored,False
explored-376,0.5548270202960146,26,explored,False
explored-377,0.4276704181912918,30,explored,False
explored-378,0.4578653836197836,44,explored,False
explored-379,0.4285714285714285,23,explored,False
explored-380,0.3683970541256003,35,explored,False
explored-381,0.47958593104714176,38,explored,False
explored-382,0.39581887170572405,31,explored,False
explored-383,0.4536014029111526,29,explored,False
explored-384,0.3880999866414523,34,explored,False
explored-385,0.4276704181912917,32,explored,False
explored-386,0.4701134380453751,18,explored,False
explored-387,0.4164422155026182,18,explored,False
explored-388,0.5242461190267924,28,explored,False
explored-389,0.28563311688311677,22,explored,False
explored-390,0.2888293548692158,36,explored,False
explored-391,0.45584989732749714,30,explored,False
explored-392,0.533581155417602,41,explored,False
explored-393,0.3858892391817015,27,explored,False
explored-394,0.4803913302092889,42,explored,False
explored-395,0.4785295230827167,49,explored,False
explored-396,0.5008696120528617,25,explored,False
explored-397,0.4233172045701127,46,explored,False
explored-398,0.5649562123700054,29,explored,False
explored-399,0.3306470453419684,32,explored,False
explored-400,0.46048735174437727,38,explored,False
explored-401,0.4812346573988743,45,explored,False
explored-402,0.44291398256915493,31,explored,False
explored-403,0.45584989732749714,30,explored,False
explored-404,0.3325841463485931,35,explored,False
explored-405,0.5333986323897868,38,explored,False
explored-406,0.47828591519888386,33,explored,False
explored-407,0.4255819365759894,42,explored,False
explored-408,0.5016771161932452,49,explored,False
explored-409,0.3696565934065934,23,explored,False
explored-410,0.2861868085882041,36,explored,False
explored-411,0.48037585182328146,21,explored,False
explored-412,0.3781174675097655,32,explored,False
explored-413,0.4553571428571428,15,explored,False
explored-414,0.49347766012234495,14,explored,False
explored-415,0.4058136156558436,27,explored,False
explored-416,0.41859004855123605,48,explored,False
explored-417,0.533581155417602,28,explored,False
explored-418,0.3947774434930186,21,explored,False
explored-419,0.520775386974649,23,explored,False
explored-420,0.36313862194143876,40,explored,False
explored-421,0.4885055916305916,36,explored,False
explored-422,0.3782292202397436,17,explored,False
explored-423,0.6044195978848942,36,explored,False
explored-424,0.31345448353038474,30,explored,False
explored-425,0.4159359702167922,19,explored,False
explored-426,0.45023689360387276,29,explored,False
explored-427,0.40511444458812873,13,explored,False
explored-428,0.535086365968041,36,explored,False
explored-429,0.5116384623832348,34,explored,False
explored-430,0.47212629374500503,29,explored,False
explored-431,0.3735083589151684,30,explored,False
explored-432,0.35158481791325535,45,explored,False
explored-433,0.5424767016351628,29,explored,False
explored-434,0.4728174603174603,41,explored,False
explored-435,0.3979377936662353,41,explored,False
explored-436,0.3670289855072464,21,explored,False
explored-437,0.36746426323137626,26,explored,False
explored-438,0.5116384623832347,35,explored,False
explored-439,0.45265151515151514,21,explored,False
explored-440,0.44939423223710606,35,explored,False
explored-441,0.5142007116499736,32,explored,False
explored-442,0.4391447368421052,21,explored,False
explored-443,0.4627959927140255,27,explored,False
explored-444,0.484046281688991,27,explored,False
explored-445,0.4964030061059459,29,explored,False
explored-446,0.5498903508771931,18,explored,False
explored-447,0.5625010912265386,38,explored,False
explored-448,0.44368640799433035,33,explored,False
explored-449,0.44978391655652594,33,explored,False
explored-450,0.44015263427160467,24,explored,False
explored-451,0.46369059573491156,42,explored,False
explored-452,0.5193855110925977,21,explored,False
explored-453,0.36950125032931824,45,explored,False
explored-454,0.513986013986014,17,explored,False
explored-455,0.5079650885548473,25,explored,False
explored-456,0.36713725172411027,25,explored,False
explored-457,0.37102272727272734,37,explored,False
explored-458,0.41640419989255195,37,explored,False
explored-459,0.3616642259817333,24,explored,False
explored-460,0.4283187059877994,36,explored,False
explored-461,0.4283187059877993,29,explored,False
explored-462,0.31865336152114,34,explored,False
explored-463,0.3680106557423237,37,explored,False
explored-464,0.4653834322123469,31,explored,False
explored-465,0.358095238095238,22,explored,False
explored-466,0.39311090269837257,35,explored,False
explored-467,0.3869849941271145,40,explored,False
explored-468,0.35472027972027975,26,explored,False
explored-469,0.4028419402738821,14,explored,False
explored-470,0.3605841958783135,33,explored,False
explored-471,0.47619604228140755,31,explored,False
explored-472,0.3557464714648899,20,explored,False
explored-473,0.39736943164362515,26,explored,False
explored-474,0.47058823529411764,16,explored,False
explored-475,0.444062300709007,26,explored,False
explored-476,0.5010543406858898,28,explored,False
explored-477,0.43342390931275165,28,explored,False
explored-478,0.41401677466207265,42,explored,False
explored-479,0.2575703324808184,24,explored,False
explored-480,0.4811887513930695,30,explored,False
explored-481,0.473363934878255,34,explored,False
explored-482,0.39931850894766074,19,explored,False
explored-483,0.32781100478468894,21,explored,False
explored-484,0.4035326086956521,26,explored,False
explored-485,0.5083333333333333,15,explored,False
explored-486,0.42433374651471034,44,explored,False
explored-487,0.4867801047120419,14,explored,False
explored-488,0.5547143953485143,24,explored,False
explored-489,0.4871371996540659,32,explored,False
explored-490,0.4652313799750145,33,explored,False
explored-491,0.31285484800549357,32,explored,False
explored-492,0.5031452215876547,16,explored,False
explored-493,0.40520935003693626,27,explored,False
explored-494,0.5018642058290399,41,explored,False
explored-495,0.38891118686013026,19,explored,False
explored-496,0.3883082497212932,27,explored,False
explored-497,0.4059276018099548,26,explored,False
explored-498,0.4942892278138371,20,explored,False
explored-499,0.5358353916713359,17,explored,False
explored-500,0.38961038961038963,30,explored,False
explored-501,0.36746426323137626,25,explored,False
explored-502,0.47435642533681865,39,explored,False
explored-503,0.4325187969924811,38,explored,False
explored-504,0.5424121592585942,44,explored,False
explored-505,0.41401677466207265,41,explored,False
explored-506,0.5028355439487471,16,explored,False
explored-507,0.27281746031746024,24,explored,False
explored-508,0.2738095238095237,23,explored,False
explored-509,0.42359267734553774,31,explored,False
explored-510,0.25,22,explored,False
explored-511,0.43906767668636193,23,explored,False
explored-512,0.5313822638679686,29,explored,False
explored-513,0.32540108864586104,40,explored,False
explored-514,0.4945565465677617,19,explored,False
explored-515,0.5163244583349818,31,explored,False
explored-516,0.38124784152224667,32,explored,False
explored-517,0.3801035092233931,33,explored,False
explored-518,0.526598835946662,34,explored,False
explored-519,0.5603309766707842,33,explored,False
explored-520,0.4911878658202331,28,explored,False
explored-521,0.3688975016522609,38,explored,False
explored-522,0.4382942750406401,33,explored,False
explored-523,0.45311746750976556,38,explored,False
explored-524,0.4618598353430857,32,explored,False
explored-525,0.5045037344997966,25,explored,False
explored-526,0.5220395294881135,33,explored,False
explored-527,0.40417082917082914,22,explored,False
explored-528,0.448241341991342,13,explored,False
explored-529,0.6046387520525451,34,explored,False
explored-530,0.457051282051282,27,explored,False
explored-531,0.36984848484848487,27,explored,False
explored-532,0.4583892391817015,23,explored,False
explored-533,0.46810604931172306,38,explored,False
explored-534,0.38643305116899007,26,explored,False
explored-535,0.533581155417602,37,explored,False
explored-536,0.43154086684364834,29,explored,False
explored-537,0.3988728470111449,28,explored,False
explored-538,0.33083094441790095,34,explored,False
explored-539,0.42545191899164414,31,explored,False
explored-540,0.4205791411770019,34,explored,False
explored-541,0.37765953535541597,26,explored,False
explored-542,0.3943287018472982,39,explored,False
explored-543,0.3634397444796055,41,explored,False
explored-544,0.40395899663131685,35,explored,False
explored-545,0.4781217750257998,44,explored,False
explored-546,0.4375,26,explored,False
explored-547,0.5303196803196804,25,explored,False
explored-548,0.3910015221908457,30,explored,False
explored-549,0.3711179612729988,39,explored,False
explored-550,0.34015984015984013,20,explored,False
explored-551,0.4154845953646553,28,explored,False
explored-552,0.38430967105046276,41,explored,False
explored-553,0.46810604931172306,43,explored,False
explored-554,0.464935064935065,20,explored,False
explored-555,0.32540108864586104,41,explored,False
explored-556,0.36998012400490987,31,explored,False
explored-557,0.44842501592318174,20,explored,False
explored-558,0.5231538751574017,32,explored,False
explored-559,0.4468886032584396,20,explored,False
explored-560,0.5299421223505435,44,explored,False
explored-561,0.4036851894908161,22,explored,True
explored-562,0.26727193085074386,35,explored,False
explored-563,0.44217573519223397,32,explored,False
explored-564,0.43595386924983337,33,explored,False
explored-565,0.3858892391817016,37,explored,False
explored-566,0.4168322296763354,43,explored,False
explored-567,0.47894113326074916,29,explored,False
explored-568,0.4811887513930695,29,explored,False
explored-569,0.3674642632313764,22,explored,False
explored-570,0.42852079295621426,27,explored,False
explored-571,0.578828128768107,31,explored,False
explored-572,0.43941580855486007,28,explored,False
explored-573,0.39453614114968705,25,explored,False
explored-574,0.4053195710559294,31,explored,False
explored-575,0.4960714285714285,34,explored,False
explored-576,0.36313862194143876,41,explored,False
explored-577,0.48618114341798546,34,explored,False
explored-578,0.352191626630028,42,explored,False
explored-579,0.40973807521326444,27,explored,False
explored-580,0.4246968180029037,50,explored,False
explored-581,0.4570896406990237,39,explored,False
explored-582,0.4461215606376896,46,explored,False
explored-583,0.5045037344997966,27,explored,False
explored-584,0.5470739009816532,23,explored,False
explored-585,0.5875371596998431,22,explored,False
explored-586,0.35698610234213946,32,explored,False
explored-587,0.31484113636588495,27,explored,False
explored-588,0.4498998181431483,38,explored,False
explored-589,0.5473512461596741,26,explored,False
explored-590,0.42359267734553774,26,explored,False
explored-591,0.3753495255859216,27,explored,False
explored-592,0.42705982446122004,28,explored,False
explored-593,0.3410273384203344,33,explored,False
explored-594,0.3874410918445437,38,explored,False
explored-595,0.3303571428571428,24,explored,False
explored-596,0.47058823529411764,15,explored,False
explored-597,0.4245121758380771,27,explored,False
explored-598,0.23214285714285698,28,explored,False
explored-599,0.47058823529411753,15,explored,False
explored-600,0.4129838443069105,28,explored,False
explored-601,0.35949335046829045,48,explored,False
explored-602,0.49722856435538176,33,explored,False
explored-603,0.22489754098360648,21,explored,False
explored-604,0.3214285714285714,25,explored,False
explored-605,0.3943287018472982,40,explored,False
explored-606,0.37507649127119935,42,explored,False
explored-607,0.40417082917082925,18,explored,False
explored-608,0.41176034925591753,39,explored,False
explored-609,0.27748068924539515,24,explored,False
explored-610,0.5129705850574435,32,explored,False
explored-611,0.25790073775989264,35,explored,False
explored-612,0.4624193305228903,36,explored,False
explored-613,0.3904056435291938,35,explored,False
explored-614,0.2997223751432935,34,explored,False
explored-615,0.3869849941271146,37,explored,False
explored-616,0.547351246159674,24,explored,False
explored-617,0.4081449467237598,33,explored,False
explored-618,0.5254196407021519,20,explored,False
explored-619,0.5033865322263398,35,explored,False
explored-620,0.4021978021978022,21,explored,False
explored-621,0.2963451622687291,20,explored,False
explored-622,0.5031452215876547,17,explored,False
explored-623,0.24145563310069784,23,explored,False
explored-624,0.511269775702859,33,explored,False
explored-625,0.3497095442591297,34,explored,False
explored-626,0.45400432900432897,17,explored,False
explored-627,0.26098901098901095,18,explored,False
explored-628,0.44939423223710606,28,explored,False
explored-629,0.37762684381810097,31,explored,False
explored-630,0.3053571428571429,31,explored,False
explored-631,0.3096374512825161,27,explored,False
explored-632,0.516337240185006,30,explored,False
explored-633,0.4765134059488898,29,explored,False
explored-634,0.3440157290411955,27,explored,False
explored-635,0.5300100531299183,32,explored,False
explored-636,0.4228879227515101,36,explored,False
explored-637,0.4187282501819074,28,explored,False
explored-638,0.5798091226179205,21,explored,False
explored-639,0.47435642533681865,39,explored,False
explored-640,0.5297948896513972,29,explored,False
explored-641,0.4820582497212932,20,explored,False
explored-642,0.5086556071015563,29,explored,False
explored-643,0.5021401204159824,42,explored,False
explored-644,0.34071384681656114,40,explored,False
explored-645,0.5171183677196736,31,explored,False
explored-646,0.3119047619047619,27,explored,False
explored-647,0.481260096947951,36,explored,False
explored-648,0.32007575757575757,24,explored,False
explored-649,0.3538059562587249,25,explored,False
explored-650,0.3836661387609158,31,explored,False
explored-651,0.4439676431241094,35,explored,False
explored-652,0.26098901098901095,27,explored,False
explored-653,0.5470739009816532,27,explored,False
explored-654,0.6016206016206016,24,explored,False
explored-655,0.4815845619726087,24,explored,False
explored-656,0.4697694859401209,25,explored,False
explored-657,0.325952380952381,32,explored,False
explored-658,0.47739606141702484,27,explored,False
explored-659,0.5211522467723768,38,explored,False
explored-660,0.4820582497212932,34,explored,False
explored-661,0.40776996044002956,40,explored,False
explored-662,0.45404020964376957,35,explored,False
explored-663,0.5282106782106781,32,explored,False
explored-664,0.27703039362232174,32,explored,False
explored-665,0.396013693305423,31,explored,False
explored-666,0.42545191899164414,28,explored,False
explored-667,0.36754876206016207,32,explored,False
