name,comm_cost,complexity,type,degree_conn
explored-228,0.8784142005970592,69,explored,0.875
explored-229,0.8949275826967931,44,explored,0.8
explored-230,0.8757804575252457,57,explored,0.8333333333333334
explored-231,0.9100522119853772,70,explored,0.875
explored-232,0.8967566305715637,82,explored,0.6
explored-233,0.9526317806851031,36,explored,0.5
explored-234,0.940034215984618,58,explored,0.8333333333333334
explored-235,0.8696054975594351,82,explored,0.7777777777777778
explored-236,0.911081966964921,23,explored,1.0
explored-237,0.8954692680655857,39,explored,1.0
explored-238,0.93139729391899,82,explored,0.6666666666666666
explored-239,0.9199923570963563,45,explored,1.0
explored-240,0.9120696812600451,93,explored,0.8
explored-241,0.957426187988935,37,explored,0.75
explored-242,0.8568383280963332,88,explored,1.0
explored-243,0.9668721896716174,9,explored,1.0
explored-244,0.9992505790979698,8,explored,1.0
explored-245,0.9043482061035342,47,explored,0.6
explored-246,0.9536075478472262,38,explored,0.75
explored-247,0.9495788300331715,33,explored,0.5
explored-248,0.9420403167175996,58,explored,0.6666666666666666
explored-249,0.9542399055275469,48,explored,0.8
explored-250,0.917647313852519,51,explored,1.0
explored-251,0.911111578522897,85,explored,0.7777777777777778
explored-252,0.863877912522142,10,explored,1.0
explored-253,0.9331528308667385,39,explored,0.25
explored-254,0.9660603170277513,20,explored,1.0
explored-255,0.8980682540763956,95,explored,0.9
explored-256,0.9613687551597829,22,explored,0.6666666666666666
explored-257,0.938478586844652,69,explored,0.7142857142857143
explored-258,0.9365234261938413,34,explored,0.75
explored-259,0.9221303099727487,52,explored,0.5
explored-260,0.8981459402582852,49,explored,0.5
explored-261,0.8750743473117093,48,explored,1.0
explored-262,0.9222258213503423,75,explored,0.625
explored-263,0.8834949368716892,54,explored,0.6666666666666666
explored-264,0.96044069252272,18,explored,1.0
explored-265,0.913320889569016,79,explored,1.0
explored-266,0.9369634827633193,16,explored,0.5
explored-267,0.9277929446293665,72,explored,0.75
explored-268,0.9512603069140431,47,explored,0.6
explored-269,0.87165570922469,55,explored,0.8333333333333334
explored-270,0.8382726983694417,38,explored,0.8
explored-271,0.8498220125357678,91,explored,1.0
explored-272,0.8995265022482627,36,explored,0.75
explored-273,0.9511933960121725,15,explored,0.5
explored-274,0.9114005125871256,62,explored,0.42857142857142855
explored-275,0.893422925899251,84,explored,0.9
explored-276,0.9606184694602018,20,explored,0.5
explored-277,0.8392208770686365,66,explored,0.7142857142857143
explored-278,0.9122492467941439,67,explored,0.8571428571428571
explored-279,0.8821708555262233,99,explored,0.7
explored-280,0.8878329297195968,90,explored,0.7777777777777778
explored-281,0.9269746417229044,66,explored,1.0
explored-282,0.9792035699686605,19,explored,1.0
explored-283,0.922415223337522,45,explored,0.8
explored-284,0.9358947063632648,20,explored,1.0
explored-285,0.9338573303404307,17,explored,0.5
explored-286,0.8390107644093201,28,explored,1.0
explored-287,0.663067175364491,47,explored,1.0
explored-288,0.9140297702857316,53,explored,0.6666666666666666
explored-289,0.9635299296697307,10,explored,1.0
explored-290,0.9350778943543625,45,explored,0.8
explored-291,0.8713644676823549,82,explored,0.6666666666666666
explored-292,0.9449970477358405,10,explored,1.0
explored-293,0.8463936417097611,79,explored,0.8888888888888888
explored-294,0.8811463916538137,39,explored,0.5
explored-295,0.9029539133180637,88,explored,0.9
explored-296,0.9008172958761977,98,explored,0.9
explored-297,0.9368316551013445,76,explored,0.8888888888888888
explored-298,0.9474972802401608,24,explored,0.6666666666666666
explored-299,0.9256754106630877,42,explored,0.6
explored-300,0.880579172848563,89,explored,0.7
explored-301,0.9929145660171685,20,explored,1.0
explored-302,0.9079405973943807,40,explored,0.75
explored-303,0.880563882454467,28,explored,1.0
explored-304,0.9008937914309455,47,explored,0.6666666666666666
explored-305,0.8857231926451166,64,explored,0.8571428571428571
explored-306,0.9382999770739926,46,explored,0.6
explored-307,0.8376602064805319,86,explored,0.6666666666666666
explored-308,0.8580358359449516,20,explored,1.0
explored-309,0.8403127886027464,66,explored,1.0
explored-310,0.9623083461481063,10,explored,0.0
explored-311,0.9494932819977104,48,explored,0.8
explored-312,0.9008334468819549,28,explored,0.6666666666666666
explored-313,0.8438576684250482,37,explored,1.0
explored-314,0.8448456495738141,73,explored,0.875
explored-315,0.8745318894046672,48,explored,0.8
explored-316,0.9449073443248399,29,explored,0.6666666666666666
explored-317,0.9366106267825678,58,explored,0.8333333333333334
explored-318,0.8987731612152514,39,explored,0.75
explored-319,0.9085654812552167,88,explored,0.6666666666666666
explored-320,0.8101864468365354,43,explored,1.0
explored-321,0.927288844942028,76,explored,0.5
explored-322,0.9679948340784286,47,explored,0.8
explored-323,0.9131283583039164,55,explored,0.8333333333333334
explored-324,0.9453342708429089,67,explored,0.5714285714285714
explored-325,0.9018291462567916,46,explored,0.6666666666666666
explored-326,0.9216715002756337,73,explored,0.625
explored-327,0.9233316463252421,17,explored,0.5
explored-328,0.9613464271115177,26,explored,0.6666666666666666
explored-329,0.940453769129338,45,explored,0.8
explored-330,0.869248627143095,70,explored,0.7142857142857143
explored-331,0.7985048858985844,82,explored,0.7777777777777778
explored-332,0.8995741859104545,92,explored,0.8
explored-333,0.9662533496843349,26,explored,1.0
explored-334,0.9557691066472558,20,explored,0.5
explored-335,0.8426407245916034,56,explored,0.8333333333333334
explored-336,0.9570173048099196,9,explored,1.0
explored-337,0.8162891445354996,47,explored,1.0
explored-338,0.9364728863156513,72,explored,0.25
explored-339,0.9482589998594896,57,explored,0.5
explored-340,0.8947845220357904,58,explored,0.42857142857142855
explored-341,0.8772914394034168,87,explored,0.8
explored-342,0.923451980828667,67,explored,0.8571428571428571
explored-343,0.9008070092495584,68,explored,0.625
explored-344,0.9358272395573117,38,explored,1.0
explored-345,0.8321216023491986,94,explored,0.9
explored-346,0.8644562854507252,100,explored,0.8
explored-347,0.8975457884816278,84,explored,1.0
explored-348,0.9289482648575382,30,explored,0.6666666666666666
explored-349,0.921981715427689,36,explored,0.75
explored-350,0.8670181573768395,87,explored,0.6
explored-351,0.8955952756601956,92,explored,0.7
explored-352,0.889413778397067,77,explored,0.875
explored-353,0.8514443384657311,9,explored,1.0
explored-354,0.929903540056264,44,explored,0.6
explored-355,0.9800722169232865,18,explored,1.0
explored-356,0.8723429622564383,66,explored,0.8571428571428571
explored-357,0.8972266474880484,75,explored,1.0
explored-358,0.7936159180027554,57,explored,0.8333333333333334
explored-359,0.9155432429009982,87,explored,0.8888888888888888
explored-360,0.9372670051553548,66,explored,0.5714285714285714
explored-361,0.9563642666495675,36,explored,0.5
explored-362,0.9478793898494704,28,explored,0.6666666666666666
explored-363,0.9205304199745172,60,explored,0.8571428571428571
explored-364,0.9992505790979698,6,explored,1.0
explored-365,0.9436830212539115,35,explored,0.5
explored-366,0.960638370350184,8,explored,1.0
explored-367,0.9576108055258735,27,explored,0.6666666666666666
explored-368,0.797001738311712,81,explored,0.8888888888888888
explored-369,0.892540423309261,24,explored,1.0
explored-370,0.8823587617360611,36,explored,1.0
explored-371,0.9314189955767487,67,explored,0.7142857142857143
explored-372,0.8357199361099756,84,explored,0.8888888888888888
explored-373,0.8223629760310148,63,explored,0.7142857142857143
explored-374,0.9224406389719586,64,explored,0.8571428571428571
explored-375,0.8630217559158831,49,explored,1.0
explored-376,0.8847087856353424,78,explored,0.875
explored-377,0.9671033422225682,9,explored,1.0
explored-378,0.8037434141799518,56,explored,1.0
explored-379,0.9342098838696414,49,explored,0.8
explored-380,0.9545346837252553,18,explored,0.0
explored-381,0.7757174650756883,36,explored,0.75
explored-382,0.8920767934734415,57,explored,0.7142857142857143
explored-383,0.9822864150429214,20,explored,0.5
explored-384,0.8982604351183177,10,explored,1.0
explored-385,0.9504053685788255,26,explored,0.6666666666666666
explored-386,0.8936980515056547,41,explored,0.8
explored-387,0.921320304667742,65,explored,0.7142857142857143
explored-388,0.8929313653901472,37,explored,0.6
explored-389,0.8963714726931786,55,explored,0.8333333333333334
explored-390,0.9124551482944997,59,explored,0.7142857142857143
explored-391,0.8747581783715654,83,explored,0.7777777777777778
explored-392,0.9571715244831474,8,explored,1.0
explored-393,0.9030492603449825,50,explored,0.6
explored-394,0.8948784037392038,38,explored,0.75
explored-395,0.9447989861180027,86,explored,0.6666666666666666
explored-396,0.8332490411389373,76,explored,0.7777777777777778
explored-397,0.9688858933681117,25,explored,0.3333333333333333
explored-398,0.8833258174960041,67,explored,1.0
explored-399,0.9231991487439132,59,explored,0.8333333333333334
explored-400,0.9886451378480265,8,explored,1.0
explored-401,0.9916541763182996,10,explored,1.0
explored-402,0.9159746358814125,58,explored,0.6666666666666666
explored-403,0.9440249382426149,86,explored,0.6666666666666666
explored-404,0.9547622291865376,20,explored,1.0
explored-405,0.9099251227947236,35,explored,0.75
explored-406,0.9386316998382316,29,explored,0.6666666666666666
explored-407,0.933774461985986,85,explored,1.0
explored-408,0.8423841858131271,92,explored,0.9
explored-409,0.8410155509343069,84,explored,0.8888888888888888
explored-410,0.9349757382875424,81,explored,0.4444444444444444
explored-411,0.9093564064132261,45,explored,0.8
explored-412,0.9002759231502929,9,explored,1.0
explored-413,0.8567274648502081,85,explored,0.7777777777777778
explored-414,0.9496471625992355,18,explored,0.5
explored-415,0.92834108708206,19,explored,0.5
explored-416,0.9030169235540593,89,explored,0.8
explored-417,0.9541090542589384,54,explored,0.6666666666666666
explored-418,0.9565180601216899,39,explored,0.75
explored-419,0.9554132443554537,60,explored,0.8333333333333334
explored-420,0.881776385240664,49,explored,1.0
explored-421,0.8880922556652794,66,explored,0.8571428571428571
explored-422,0.8505749345202949,89,explored,1.0
explored-423,0.8851342476719877,55,explored,0.3333333333333333
explored-424,0.886473834729425,70,explored,0.625
explored-425,0.8081617667732942,43,explored,0.8
explored-426,0.9180654018431644,72,explored,0.875
explored-427,0.851679636442547,53,explored,0.8333333333333334
explored-428,0.9017806594195009,81,explored,0.7777777777777778
explored-429,0.886677715110529,28,explored,0.6666666666666666
explored-430,0.8444307072876841,71,explored,0.875
explored-431,0.9691414922693427,6,explored,0.0
explored-432,0.9317826429156595,49,explored,1.0
explored-433,0.8334596967278531,88,explored,1.0
explored-434,0.8779823860854996,63,explored,0.7142857142857143
explored-435,0.9228777762637961,28,explored,1.0
explored-436,0.8906075218277153,66,explored,0.8571428571428571
explored-437,0.9306788600110686,65,explored,0.7142857142857143
explored-438,0.9680814824908026,16,explored,1.0
explored-439,0.8938957060158859,85,explored,0.6
explored-440,0.9238996067831158,44,explored,0.6
explored-441,0.9293303341675054,46,explored,0.8
explored-442,0.8040196212017986,30,explored,0.6666666666666666
explored-443,0.9383374433481436,40,explored,0.75
explored-444,0.8321818167245096,26,explored,0.6666666666666666
explored-445,0.9665213244311214,25,explored,1.0
explored-446,0.8600851533555239,80,explored,1.0
explored-447,0.9386895119283728,50,explored,0.6
explored-448,0.9184386559880496,40,explored,0.75
explored-449,0.9048856102933902,89,explored,0.7
explored-450,0.9106895007223967,70,explored,0.625
explored-451,0.9310626514902203,41,explored,0.4
explored-452,0.9665509253821107,10,explored,0.0
explored-453,0.9333205696271736,60,explored,0.7142857142857143
explored-454,0.9415745586966221,47,explored,0.8
explored-455,0.9666318450894006,10,explored,1.0
explored-456,0.920513541021946,83,explored,0.6
explored-457,0.9468314887990593,35,explored,0.75
explored-458,0.8969367826160305,20,explored,0.5
explored-459,0.95917192329991,33,explored,0.75
explored-460,0.9449399210328069,36,explored,0.5
explored-461,0.8855105174147024,67,explored,0.7142857142857143
explored-462,0.9110419161748218,55,explored,0.6666666666666666
explored-463,0.9569789477414835,35,explored,1.0
explored-464,0.8812204368053258,52,explored,0.8333333333333334
explored-465,0.9134759504019621,10,explored,1.0
explored-466,0.9023862380639831,92,explored,0.7
explored-467,0.9704449159415777,16,explored,0.5
explored-468,0.9321962069713807,36,explored,0.5
explored-469,0.9282372711995277,8,explored,1.0
explored-470,0.9398378205419355,57,explored,0.5
explored-471,0.8656748493389079,76,explored,0.8888888888888888
explored-472,0.9666668559143692,30,explored,1.0
explored-473,0.8714170628915934,59,explored,0.5714285714285714
explored-474,0.8936579740035593,56,explored,0.6666666666666666
explored-475,0.8844312452774096,37,explored,1.0
explored-476,0.9799018939910069,26,explored,1.0
explored-477,0.9683966012592456,20,explored,0.0
explored-478,0.9290316094644244,73,explored,0.75
explored-479,0.9783689876004905,7,explored,1.0
explored-480,0.935537252314599,14,explored,0.5
explored-481,0.9290886966132231,45,explored,0.6
explored-482,0.8902888267131925,52,explored,0.6666666666666666
explored-483,0.9194599409197788,73,explored,0.875
explored-484,0.9711372762758189,10,explored,0.0
explored-485,0.8901734577648109,48,explored,0.8
explored-486,0.9018380277577716,35,explored,0.75
explored-487,0.8721461407397626,73,explored,0.75
explored-488,0.9631563626453938,20,explored,1.0
explored-489,0.8878734803409487,50,explored,0.6666666666666666
explored-490,0.9392241461741286,70,explored,0.5714285714285714
explored-491,0.9281646000817549,10,explored,1.0
explored-492,0.8369683802644696,77,explored,0.8888888888888888
explored-493,0.8778116817904255,65,explored,1.0
explored-494,0.8926002428558691,64,explored,0.8571428571428571
explored-495,0.9152030846977096,40,explored,0.75
explored-496,0.9601444338465731,8,explored,1.0
explored-497,0.894777097376626,58,explored,0.8333333333333334
explored-498,0.9154506935754406,77,explored,0.75
explored-499,0.9184844613484683,37,explored,0.75
explored-500,0.8706803538104737,57,explored,0.8571428571428571
explored-501,0.9879184266703003,10,explored,1.0
explored-502,0.8753026849301311,97,explored,0.7
explored-503,0.9132193637404917,94,explored,0.8
explored-504,0.8408922245148229,71,explored,0.875
explored-505,0.774760980151701,70,explored,1.0
explored-506,0.9098992949892255,64,explored,0.625
explored-507,0.8857133289754473,29,explored,0.5
explored-508,0.9173317420796642,81,explored,0.7777777777777778
explored-509,0.9431959841096815,54,explored,0.8333333333333334
explored-510,0.8704556223729683,82,explored,0.6666666666666666
explored-511,0.9697105712430769,10,explored,0.0
explored-512,0.9591178344958505,35,explored,0.5
explored-513,0.8290714750722926,62,explored,1.0
explored-514,0.9355682009068029,55,explored,0.8333333333333334
explored-515,0.8549529908706908,75,explored,1.0
explored-516,0.8722350910659944,26,explored,1.0
explored-517,0.8991688240904755,10,explored,1.0
explored-518,0.9215202359448851,68,explored,0.8571428571428571
explored-519,0.9641236822051646,10,explored,0.0
explored-520,0.8396769163222358,41,explored,0.8
explored-521,0.9173381175152533,23,explored,0.6666666666666666
explored-522,0.8439814549204003,87,explored,0.8
explored-523,0.9499337234624918,39,explored,0.5
explored-524,0.8602035061651494,63,explored,1.0
explored-525,0.9057527832028786,84,explored,0.7777777777777778
explored-526,0.9024729712932545,95,explored,0.7
explored-527,0.9747649543534541,18,explored,1.0
explored-528,0.9614797656356452,10,explored,1.0
explored-529,0.8928098489551004,45,explored,1.0
explored-530,0.9018950040387687,65,explored,0.7142857142857143
explored-531,0.8383927354836198,36,explored,1.0
explored-532,0.9662987691329428,10,explored,1.0
explored-533,0.9392952955873579,37,explored,0.5
explored-534,0.9693418721896716,10,explored,1.0
explored-535,0.8576226783291061,83,explored,0.8888888888888888
explored-536,0.942674978425762,14,explored,1.0
explored-537,0.9350113579014241,59,explored,0.42857142857142855
explored-538,0.9446802843171496,70,explored,0.7142857142857143
explored-539,0.9074899268487279,92,explored,0.8
explored-540,0.9381722348747829,29,explored,1.0
explored-541,0.9116431837432566,54,explored,0.6666666666666666
explored-542,0.8851637371122314,36,explored,0.75
explored-543,0.889182394547791,90,explored,0.7
explored-544,0.9037070238388358,72,explored,0.75
explored-545,0.9092396717213411,89,explored,0.7
explored-546,0.94263523640823,27,explored,1.0
explored-547,0.9609454894901787,28,explored,0.6666666666666666
explored-548,0.8977832320957728,37,explored,0.75
explored-549,0.856979153137116,79,explored,0.8888888888888888
explored-550,0.8844378650916848,87,explored,0.8
explored-551,0.9285084364867212,69,explored,0.875
explored-552,0.937491483853386,6,explored,1.0
explored-553,0.859591452059772,27,explored,1.0
explored-554,0.9242016370291053,62,explored,0.7142857142857143
explored-555,0.8585005967610887,64,explored,0.8571428571428571
explored-556,0.8359988546258187,89,explored,0.9
explored-557,0.9608016395044601,20,explored,1.0
explored-558,0.8754794725720602,78,explored,0.75
explored-559,0.9551573783894264,18,explored,1.0
explored-560,0.8363991461143662,15,explored,1.0
explored-561,0.9045397458656855,80,explored,1.0
explored-562,0.9726953414785544,10,explored,0.0
explored-563,0.8493556713353079,59,explored,0.8333333333333334
explored-564,0.8857418028217865,35,explored,0.75
explored-565,0.9584176213485384,33,explored,0.5
explored-566,0.8596929232370027,42,explored,0.8
explored-567,0.785889475016059,51,explored,0.8333333333333334
explored-568,0.8819680581636632,79,explored,0.6666666666666666
explored-569,0.9150650903955169,35,explored,0.5
