name,comm_cost,complexity,type,degree_iff,distance
explored-290,0.21857247737338747,25,explored,0.6666666666666666,0.16810505766552797
explored-291,0.5925404390525708,7,explored,1.0,0.06627545940302827
explored-292,0.3190352397458117,28,explored,0.7777777777777778,0.2464422353584827
explored-293,0.48950510302330075,17,explored,0.5,0.18035174847805044
explored-294,0.4662767186597343,17,explored,0.75,0.17335369183255883
explored-295,0.1347487001733103,20,explored,1.0,0.0869720875224824
explored-296,0.3992353488670648,15,explored,0.6,0.14028229054444383
explored-297,0.298561364657552,24,explored,0.7142857142857143,0.20606824557069936
explored-298,0.650319540727903,11,explored,0.5,0.12151619845172601
explored-299,0.38720954490018633,16,explored,0.6,0.15008187829952757
explored-300,0.44715241671480843,11,explored,0.3333333333333333,0.10993953589489905
explored-301,0.5396447140381284,5,explored,1.0,0.0492055389450769
explored-302,0.2802570768342,16,explored,0.8,0.12431425241433748
explored-303,0.42924369343346824,7,explored,0.75,0.06693987383457813
explored-304,0.3262926054303873,9,explored,0.8,0.07638485166948923
explored-305,0.43830837987033844,10,explored,0.6666666666666666,0.097560880975311
explored-306,0.20105791450028887,25,explored,0.8571428571428571,0.15806976428794553
explored-307,0.42087906797612185,23,explored,0.4,0.22607357408156922
explored-308,0.32911290840233676,25,explored,0.6666666666666666,0.22569782696274016
explored-309,0.2883208164837282,24,explored,0.8571428571428571,0.20121041240145768
explored-310,0.40753779125746203,14,explored,0.6,0.13070651173451694
explored-311,0.4851141761345402,8,explored,0.75,0.09832527553560365
explored-312,0.1807400988510175,33,explored,0.75,0.2061787766350677
explored-313,0.2399263431542462,21,explored,0.8571428571428571,0.1535305004018521
explored-314,0.38695118428653985,21,explored,0.6,0.2027988414035775
explored-315,0.3956187014570899,11,explored,0.6,0.0980644642328406
explored-316,0.323894545542076,33,explored,0.5714285714285714,0.2819005463657102
explored-317,0.48551234835355306,10,explored,0.6666666666666666,0.11506633324805757
explored-318,0.42906316194877736,10,explored,1.0,0.09461013676267901
explored-319,0.1278644328904296,21,explored,0.8571428571428571,0.08962440374957645
explored-320,0.3835779534950897,13,explored,0.6666666666666666,0.1183335034966493
explored-321,0.46061131972527125,17,explored,0.7142857142857143,0.1718147561405867
explored-322,0.3380993645291741,17,explored,0.8,0.1557277818467333
explored-323,0.3025466974773735,22,explored,0.6,0.18851000588062827
explored-324,0.3866623339110342,12,explored,0.5,0.10790859422325033
explored-325,0.3344024809037809,29,explored,0.875,0.2618201562693251
explored-326,0.7591348931253611,8,explored,0.5,0.0845516594494228
explored-327,0.3688559118043522,16,explored,0.75,0.15003963227219236
explored-328,0.3959127671865975,6,explored,0.6666666666666666,0.04642560921863672
explored-329,0.7220537261698441,12,explored,0.5,0.13059991131431312
explored-330,0.44485364914307746,17,explored,0.0,0.16800828313667038
explored-331,0.33210571923743526,14,explored,0.8,0.12642488681071734
explored-332,0.3774552281917968,10,explored,0.8,0.08658408299590335
explored-333,0.3007474003466206,10,explored,1.0,0.07932613093027001
explored-334,0.2342456191026383,18,explored,0.8,0.12859237301483123
explored-335,0.2777296360485271,5,explored,1.0,0.024393111037848424
explored-336,0.49082298286154447,36,explored,0.0,0.37056519447870845
explored-337,0.37019184479106504,14,explored,0.3333333333333333,0.1289092112263229
explored-338,0.37099621285063245,24,explored,0.6666666666666666,0.23066699521941142
explored-339,0.551746341228577,7,explored,0.6666666666666666,0.06600206649472115
explored-340,0.5026558187303423,8,explored,0.6666666666666666,0.09048500079901335
explored-341,0.4646037935682651,26,explored,0.4,0.26343055497199536
explored-342,0.3238895307786125,13,explored,0.6,0.11448169967791776
explored-343,0.21341228576930504,16,explored,0.8,0.10303955153564284
explored-344,0.21518450317735427,21,explored,0.8333333333333334,0.1404845071424481
explored-345,0.14160889659156584,20,explored,0.8333333333333334,0.09116318162355595
explored-346,0.49042781950061,6,explored,1.0,0.0804076522894559
explored-347,0.606470248411323,9,explored,0.75,0.08935489247725084
explored-348,0.375361062969382,7,explored,0.6666666666666666,0.05494316649267184
explored-349,0.3491619327299571,19,explored,0.6666666666666666,0.177828582268993
explored-350,0.2150731754284616,28,explored,0.75,0.18731398726034393
explored-351,0.5400334585018295,41,explored,0.0,0.4238599829482574
explored-352,0.34385470826112097,15,explored,0.8,0.13933085580260854
explored-353,0.26937002535464427,15,explored,0.8333333333333334,0.11135041178092442
explored-354,0.2646110148276528,14,explored,0.75,0.10029367969210476
explored-355,0.27614697669940336,28,explored,0.875,0.22109418733805
explored-356,0.3990347583285193,23,explored,0.8333333333333334,0.22435302062559193
explored-357,0.2589413232556649,23,explored,0.6666666666666666,0.17842418461102738
explored-358,0.5372978047371462,9,explored,0.6666666666666666,0.08912084690879975
explored-359,0.5843623627960718,13,explored,1.0,0.12808444658726625
explored-360,0.4361058957571091,5,explored,0.6666666666666666,0.05496574646860054
explored-361,0.3978552859618719,17,explored,0.5,0.16116977702135635
explored-362,0.3233920662430195,10,explored,0.6666666666666666,0.08482259918561101
explored-363,0.44125104307080065,11,explored,0.6666666666666666,0.10796815546725573
explored-364,0.41283939919121915,14,explored,0.75,0.13142913985900564
explored-365,0.6615756787983825,7,explored,1.0,0.09265321433961513
explored-366,0.41784012131715786,12,explored,0.8,0.11175235244161089
explored-367,0.3184575389948009,12,explored,0.75,0.10320504126538665
explored-368,0.3258232235701908,11,explored,1.0,0.09520443538797317
explored-369,0.3427119439630273,12,explored,0.8,0.11003178552709077
explored-370,0.3507566275113937,15,explored,0.6,0.14073396607334815
explored-371,0.7837473522048912,5,explored,0.0,0.05450486555716483
explored-372,0.4414488253418063,13,explored,0.6,0.12734656431628302
explored-373,0.42016897746967086,13,explored,0.6666666666666666,0.12238739706479407
explored-374,0.2711462545734644,16,explored,0.8,0.12154697108568935
explored-375,0.6288513383400733,9,explored,0.5,0.09546839177132789
explored-376,0.33887564991334496,11,explored,0.75,0.09935980395367831
explored-377,0.34842576545349513,16,explored,1.0,0.15039175884111786
explored-378,0.13489312536106302,17,explored,1.0,0.06863084972764191
explored-379,0.3337987033827591,14,explored,0.8,0.12684332808222523
explored-380,0.4197236664741,18,explored,0.5,0.1738449113568234
explored-381,0.19918038705950325,21,explored,1.0,0.13174949197271477
explored-382,0.0913970729828617,14,explored,1.0,0.023596100027747525
explored-383,0.31324318794531125,15,explored,0.8333333333333334,0.12814542634056092
explored-384,0.25355647024841144,25,explored,0.8571428571428571,0.1887345197062613
explored-385,0.43518769256691714,22,explored,0.5,0.21745474445473179
explored-386,0.23435393799345294,19,explored,0.8,0.13591202115482418
explored-387,0.1741045638359331,23,explored,0.8333333333333334,0.12926858244040182
explored-388,0.3965301848642404,7,explored,0.75,0.056708947138035974
explored-389,0.26813739649528223,29,explored,0.875,0.2231365999151527
explored-390,0.19158001155401516,18,explored,0.8333333333333334,0.1059233389419126
explored-391,0.2990203158097441,15,explored,0.8333333333333334,0.12201442447531467
explored-392,0.5049916325089637,49,explored,0.1,0.49521958049297443
explored-393,0.31101964182553465,15,explored,0.8,0.12714926796323414
explored-394,0.1888600038513386,28,explored,0.75,0.17350575965231432
explored-395,0.5768341998844599,16,explored,0.0,0.15943597091634965
explored-396,0.5195194653058606,19,explored,0.5,0.19483573229946882
explored-397,0.47117112780024406,12,explored,0.75,0.12801708827926067
explored-398,0.19237435008665527,15,explored,1.0,0.0845019006937539
explored-399,0.29254043905257077,12,explored,0.8,0.09315795249989182
explored-400,0.39510518967841335,15,explored,0.5,0.13996477891724105
explored-401,0.31226470729828626,34,explored,0.7777777777777778,0.2828152222872289
explored-402,0.44851643237691774,10,explored,0.75,0.10125423828131302
explored-403,0.2791036812375636,11,explored,0.8,0.07901997763563542
explored-404,0.413976747544772,28,explored,0.4,0.2778678722878522
explored-405,0.22150009628345868,17,explored,0.8333333333333334,0.11455553804534947
explored-406,0.416279526927274,18,explored,0.6,0.17340609003500596
explored-407,0.16735268630849243,27,explored,0.7142857142857143,0.1547820410185122
explored-408,0.45050187752744086,38,explored,0.6,0.38588269496692307
